from_node_token,from_node_Gender,from_node_Number,from_node_lemma,from_node_upos,from_node_xpos,to_node_token,deprel,label,doc_id,from_node_VerbForm,to_node_Gender,to_node_Number,to_node_lemma,to_node_upos,to_node_xpos,from_node_Degree,from_node_Tense,to_node_Case,to_node_Person,to_node_PronType,from_node_Case,from_node_Person,from_node_PronType,to_node_Degree,to_node_Poss,to_node_Tense,to_node_VerbForm,from_node_Poss
werken.v.01,,Sing,werken,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p99/d0957,Fin,,,hij,PRON,VNW|pers|pron|nomin|vol|3|ev|masc,,Past,Nom,3,Prs,,,,,,,,
werken.v.01,,Sing,werken,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p99/d0957,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p99/d0957,,,,,,,,,,,,,,,,,,,
female.n.02,,,Stephen,PROPN,SPEC|deeleigen,Stephen,,Name,nl/p99/d0716,,,,,,,,,,,,,,,,,,,
zijn.v.01,,Plur,zijn,VERB,WW|pv|tgw|mv,time.n.08,,Time,nl/p99/d0917,Fin,,,,,,,Pres,,,,,,,,,,,
zijn.v.01,,Plur,zijn,VERB,WW|pv|tgw|mv,redding_boot.n.01,nsubj,Theme,nl/p99/d0917,Fin,,Plur,redding_boot,NOUN,N|soort|mv|basis,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p99/d0917,,,,,,,,,,,,,,,,,,,
zoon.n.01,Com,Sing,zoon,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nmod:poss,Role,nl/p99/d2795,,,,mijn,PRON,VNW|bez|det|stan|vol|1|ev|prenom|zonder|agr,,,,1,Prs,,,,,Yes,,,
oud.a.01,,,oud,ADJ,ADJ|vrij|basis|zonder,zoon.n.01,nsubj,AttributeOf,nl/p99/d2795,,Com,Sing,zoon,NOUN,N|soort|ev|basis|zijd|stan,Pos,,,,,,,,,,,,
zijn.v.01,,Plur,zijn,VERB,WW|pv|tgw|mv,time.n.08,,Time,nl/p99/d0894,Fin,,,,,,,Pres,,,,,,,,,,,
zijn.v.01,,Plur,zijn,VERB,WW|pv|tgw|mv,parkeer_meter.n.01,nsubj,Theme,nl/p99/d0894,Fin,,Plur,parkeer_meter,NOUN,N|soort|mv|basis,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p99/d0894,,,,,,,,,,,,,,,,,,,
female.n.02,Neut,Sing,Parmalat,PROPN,N|eigen|ev|basis|onz|stan,Parmalat,,Name,nl/p99/d0760,,,,,,,,,,,,,,,,,,,
kosten.v.01,,Sing,kosten,VERB,WW|pv|tgw|ev,time.n.08,,Time,nl/p99/d0760,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p99/d0760,,,,,,,,,,,,,,,,,,,
female.n.02,Com,Sing,Tom,PROPN,N|eigen|ev|basis|zijd|stan,Tom,,Name,nl/p99/d2807,,,,,,,,,,,,,,,,,,,
plaatsen.v.01,,Sing,plaatsen,VERB,WW|pv|verl|ev,female.n.02,nsubj,Agent,nl/p99/d2807,Fin,Com,Sing,Tom,PROPN,N|eigen|ev|basis|zijd|stan,,Past,,,,,,,,,,,
plaatsen.v.01,,Sing,plaatsen,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p99/d2807,Fin,,,,,,,Past,,,,,,,,,,,
plaatsen.v.01,,Sing,plaatsen,VERB,WW|pv|verl|ev,map.n.01,obj,Theme,nl/p99/d2807,Fin,Com,Sing,map,NOUN,N|soort|ev|basis|zijd|stan,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p99/d2807,,,,,,,,,,,,,,,,,,,
female.n.02,Com,Sing,John,PROPN,N|eigen|ev|basis|zijd|stan,John,,Name,nl/p99/d0794,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p99/d0794,,,,,,,,,,,,,,,,,,,
goed.a.01,,,goed,ADJ,ADJ|vrij|basis|zonder,female.n.02,nsubj,AttributeOf,nl/p99/d0794,,Com,Sing,John,PROPN,N|eigen|ev|basis|zijd|stan,Pos,,,,,,,,,,,,
goed.a.01,,,goed,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p99/d0794,,,,,,,Pos,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p99/d0880,,,,,,,,,,,,Nom,1,Prs,,,,,
fiets.n.01,Com,Sing,fiets,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nsubj,Theme,nl/p99/d0796,,,,dit,PRON,VNW|aanw|pron|stan|vol|3o|ev,,,,3,Dem,,,,,,,,
person.n.01,,,jou,PRON,VNW|bez|det|stan|vol|2|ev|prenom|zonder|agr,hearer,,EQU,nl/p99/d0796,,,,,,,,,,,,,2,Prs,,,,,Yes
vriend.n.01,Com,Sing,vriend,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nsubj,Theme,nl/p99/d0879,,,,hij,PRON,VNW|pers|pron|nomin|vol|3|ev|masc,,,Nom,3,Prs,,,,,,,,
person.n.01,,,mijn,PRON,VNW|bez|det|stan|vol|1|ev|prenom|zonder|agr,speaker,,EQU,nl/p99/d0879,,,,,,,,,,,,,1,Prs,,,,,Yes
female.n.02,Com,Sing,Tom,PROPN,N|eigen|ev|basis|zijd|stan,Tom,,Name,nl/p09/d0933,,,,,,,,,,,,,,,,,,,
hebben.v.01,,Sing,hebben,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p09/d0933,Fin,,,,,,,Pres,,,,,,,,,,,
hebben.v.01,,Sing,hebben,VERB,WW|pv|tgw|met-t,creditcard.n.01,obj,Theme,nl/p09/d0933,Fin,Com,Sing,creditcard,NOUN,N|soort|ev|basis|zijd|stan,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p09/d0933,,,,,,,,,,,,,,,,,,,
kerel.n.01,Com,Sing,kerel,NOUN,N|soort|ev|basis|zijd|stan,time.n.08,,Time,nl/p09/d0838,,,,,,,,,,,,,,,,,,,
kerel.n.01,Com,Sing,kerel,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nsubj,Theme,nl/p09/d0838,,,,hij,PRON,VNW|pers|pron|nomin|vol|3|ev|masc,,,Nom,3,Prs,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p09/d0838,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p09/d2518,,,,,,,,,,,,Nom,1,Prs,,,,,
bestellen.v.01,,,bestellen,VERB,WW|vd|vrij|zonder,person.n.01,nsubj,Agent,nl/p09/d2518,Part,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,,Nom,1,Prs,,,,,,,,
bestellen.v.01,,,bestellen,VERB,WW|vd|vrij|zonder,pizza.n.01,obj,Theme,nl/p09/d2518,Part,Com,Sing,pizza,NOUN,N|soort|ev|basis|zijd|stan,,,,,,,,,,,,,
bestellen.v.01,,,bestellen,VERB,WW|vd|vrij|zonder,time.n.08,,Time,nl/p09/d2518,Part,,,,,,,,,,,,,,,,,,
gromen.v.01,,Sing,gromen,VERB,WW|pv|verl|ev,person.n.01,obl,Time,nl/p09/d1966,Fin,,,mij,PRON,VNW|pr|pron|obl|vol|1|ev,,Past,Acc,1,Prs,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p46/d3145,,,,,,,,,,,,,,,,,,,
female.n.02,,,Ibrahim,PROPN,SPEC|deeleigen,Ibrahim,,Name,nl/p46/d0712,,,,,,,,,,,,,,,,,,,
lachen.v.01,,Sing,lachen,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p37/d0776,Fin,,,iedereen,PRON,VNW|onbep|pron|stan|vol|3p|ev,,Past,,3,Ind,,,,,,,,
lachen.v.01,,Sing,lachen,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p37/d0776,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p37/d0776,,,,,,,,,,,,,,,,,,,
lerares.n.01,Com,Sing,lerares,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nsubj,Theme,nl/p37/d1549,,,,ze,PRON,VNW|pers|pron|stan|red|3|ev|fem,,,,3,Prs,,,,,,,,
roken.v.01,,Sing,roken,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p37/d2865,Fin,,,ze,PRON,VNW|pers|pron|stan|red|3|ev|fem,,Past,,3,Prs,,,,,,,,
roken.v.01,,Sing,roken,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p37/d2865,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p37/d2865,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p37/d0774,,,,,,,,,,,,Nom,1,Prs,,,,,
time.n.08,,,,,,now,,EQU,nl/p37/d0774,,,,,,,,,,,,,,,,,,,
allergisch.a.01,,,allergisch,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p37/d0774,,,,,,,Pos,,,,,,,,,,,,
allergisch.a.01,,,allergisch,ADJ,ADJ|vrij|basis|zonder,vis.n.01,obl,Stimulus,nl/p37/d0774,,Com,Sing,vis,NOUN,N|soort|ev|basis|zijd|stan,Pos,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p37/d0817,,,,,,,,,,,,Nom,1,Prs,,,,,
gek.a.01,,,gek,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p37/d0817,,,,,,,Pos,,,,,,,,,,,,
gek.a.01,,,gek,ADJ,ADJ|vrij|basis|zonder,taart.n.01,obl,Stimulus,nl/p37/d0817,,Com,Sing,taart,NOUN,N|soort|ev|basis|zijd|stan,Pos,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p37/d1495,,,,,,,,,,,,Nom,1,Prs,,,,,
gaan.v.01,,Sing,gaan,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p37/d1495,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p37/d1495,,,,,,,,,,,,,,,,,,,
female.n.02,,,General,PROPN,SPEC|deeleigen,General,,Name,nl/p37/d0760,,,,,,,,,,,,,,,,,,,
verliezen.v.01,,Sing,verliezen,VERB,WW|pv|tgw|met-t,female.n.02,nsubj,Agent,nl/p37/d0760,Fin,,,General,PROPN,SPEC|deeleigen,,Pres,,,,,,,,,,,
verliezen.v.01,,Sing,verliezen,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p37/d0760,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p37/d0760,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p59/d3163,,,,,,,,,,,,,,,,,,,
jong.a.01,,,jong,ADJ,ADJ|vrij|basis|zonder,person.n.01,nsubj,AttributeOf,nl/p59/d3163,,,,hij,PRON,VNW|pers|pron|nomin|vol|3|ev|masc,Pos,,Nom,3,Prs,,,,,,,,
jong.a.01,,,jong,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p59/d3163,,,,,,,Pos,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p59/d0857,,,,,,,,,,,,Nom,1,Prs,,,,,
time.n.08,,,,,,now,,EQU,nl/p59/d0857,,,,,,,,,,,,,,,,,,,
rechtshandig.a.01,,,rechtshandig,ADJ,ADJ|vrij|basis|zonder,person.n.01,nsubj,AttributeOf,nl/p59/d0857,,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,Pos,,Nom,1,Prs,,,,,,,,
rechtshandig.a.01,,,rechtshandig,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p59/d0857,,,,,,,Pos,,,,,,,,,,,,
bestellen.v.01,,,bestellen,VERB,WW|vd|vrij|zonder,person.n.01,nsubj,Agent,nl/p59/d3325,Part,,,hij,PRON,VNW|pers|pron|nomin|vol|3|ev|masc,,,Nom,3,Prs,,,,,,,,
bestellen.v.01,,,bestellen,VERB,WW|vd|vrij|zonder,bier.n.01,obj,Theme,nl/p59/d3325,Part,Neut,Sing,bier,NOUN,N|soort|ev|basis|onz|stan,,,,,,,,,,,,,
bestellen.v.01,,,bestellen,VERB,WW|vd|vrij|zonder,time.n.08,,Time,nl/p59/d3325,Part,,,,,,,,,,,,,,,,,,
vliegen.v.01,,Sing,vliegen,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p59/d3181,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p59/d3181,,,,,,,,,,,,,,,,,,,
female.n.02,Neut,Sing,London,PROPN,N|eigen|ev|basis|onz|stan,London,,Name,nl/p59/d3181,,,,,,,,,,,,,,,,,,,
female.n.02,Neut,Sing,Parijs,PROPN,N|eigen|ev|basis|onz|stan,Parijs,,Name,nl/p59/d3181,,,,,,,,,,,,,,,,,,,
female.n.02,Com,Sing,Tom,PROPN,N|eigen|ev|basis|zijd|stan,Tom,,Name,nl/p59/d3169,,,,,,,,,,,,,,,,,,,
kijken.v.01,,Sing,kijken,VERB,WW|pv|verl|ev,female.n.02,nsubj,Agent,nl/p59/d3169,Fin,Com,Sing,Tom,PROPN,N|eigen|ev|basis|zijd|stan,,Past,,,,,,,,,,,
kijken.v.01,,Sing,kijken,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p59/d3169,Fin,,,,,,,Past,,,,,,,,,,,
kijken.v.01,,Sing,kijken,VERB,WW|pv|verl|ev,maan.n.01,obl,Theme,nl/p59/d3169,Fin,Com,Sing,maan,NOUN,N|soort|ev|basis|zijd|stan,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p59/d3169,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p08/d2142,,,,,,,,,,,,Nom,1,Prs,,,,,
tennisspeler.n.01,Com,Sing,tennisspeler,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nsubj,Theme,nl/p08/d2142,,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,,Nom,1,Prs,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p08/d0853,,,,,,,,,,,,,,,,,,,
gratis.a.01,,,gratis,ADJ,ADJ|vrij|basis|zonder,person.n.01,nsubj,AttributeOf,nl/p08/d0853,,,,het,PRON,VNW|pers|pron|stan|red|3|ev|onz,Pos,,,3,Prs,,,,,,,,
gratis.a.01,,,gratis,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p08/d0853,,,,,,,Pos,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p08/d0911,,,,,,,,,,,,Nom,1,Prs,,,,,
houden.v.01,,Sing,houden,VERB,WW|pv|tgw|ev,time.n.08,,Time,nl/p08/d0911,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p08/d0911,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p08/d0801,,,,,,,,,,,,Nom,1,Prs,,,,,
breken.v.01,,,breken,VERB,WW|vd|vrij|zonder,person.n.01,nsubj,Agent,nl/p08/d0801,Part,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,,Nom,1,Prs,,,,,,,,
breken.v.01,,,breken,VERB,WW|vd|vrij|zonder,time.n.08,,Time,nl/p08/d0801,Part,,,,,,,,,,,,,,,,,,
kloppen.v.01,,Sing,kloppen,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p08/d1854,Fin,,,hij,PRON,VNW|pers|pron|nomin|vol|3|ev|masc,,Past,Nom,3,Prs,,,,,,,,
kloppen.v.01,,Sing,kloppen,VERB,WW|pv|verl|ev,person.n.01,obj,Time,nl/p08/d1854,Fin,,,me,PRON,VNW|pr|pron|obl|red|1|ev,,Past,Acc,1,Prs,,,,,,,,
female.n.02,Com,Sing,Tom,PROPN,N|eigen|ev|basis|zijd|stan,Tom,,Name,nl/p08/d3364,,,,,,,,,,,,,,,,,,,
ex_gedetineerde.n.01,Com,Sing,ex_gedetineerde,NOUN,N|soort|ev|basis|zijd|stan,female.n.02,nsubj,Theme,nl/p08/d3364,,Com,Sing,Tom,PROPN,N|eigen|ev|basis|zijd|stan,,,,,,,,,,,,,
ex_gedetineerde.n.01,Com,Sing,ex_gedetineerde,NOUN,N|soort|ev|basis|zijd|stan,time.n.08,,Time,nl/p08/d3364,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p08/d3364,,,,,,,,,,,,,,,,,,,
female.n.02,Com,Sing,Tom,PROPN,N|eigen|ev|basis|zijd|stan,Tom,,Name,nl/p08/d3203,,,,,,,,,,,,,,,,,,,
melken.v.01,,Sing,melken,VERB,WW|pv|tgw|met-t,female.n.02,nsubj,Agent,nl/p08/d3203,Fin,Com,Sing,Tom,PROPN,N|eigen|ev|basis|zijd|stan,,Pres,,,,,,,,,,,
melken.v.01,,Sing,melken,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p08/d3203,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p08/d3203,,,,,,,,,,,,,,,,,,,
kosten.v.01,,Sing,kosten,VERB,WW|pv|tgw|ev,boek.n.01,nsubj,Theme,nl/p08/d0934,Fin,Neut,Sing,boek,NOUN,N|soort|ev|basis|onz|stan,,Pres,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p08/d0921,,,,,,,,,,,,Nom,1,Prs,,,,,
krijzen.v.01,,Sing,krijzen,VERB,WW|pv|tgw|ev,person.n.01,nsubj,Agent,nl/p08/d0921,Fin,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,Pres,Nom,1,Prs,,,,,,,,
krijzen.v.01,,Sing,krijzen,VERB,WW|pv|tgw|ev,time.n.08,,Time,nl/p08/d0921,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p08/d0921,,,,,,,,,,,,,,,,,,,
springen.v.01,,Sing,springen,VERB,WW|pv|verl|ev,jongen.n.01,nsubj,Theme,nl/p08/d2323,Fin,Com,Sing,jongen,NOUN,N|soort|ev|basis|zijd|stan,,Past,,,,,,,,,,,
springen.v.01,,Sing,springen,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p08/d2323,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p08/d2323,,,,,,,,,,,,,,,,,,,
female.n.02,Neut,Sing,China,PROPN,N|eigen|ev|basis|onz|stan,China,,Name,nl/p78/d2641,,,,,,,,,,,,,,,,,,,
maken.v.01,,,maken,VERB,WW|vd|vrij|zonder,female.n.02,obl,Location,nl/p78/d2641,Part,Neut,Sing,China,PROPN,N|eigen|ev|basis|onz|stan,,,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p78/d0948,,,,,,,,,,,,,,,,,,,
openen.v.01,,,openen,VERB,WW|vd|vrij|zonder,time.n.08,,Time,nl/p78/d0948,Part,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p78/d2198,,,,,,,,,,,,Nom,1,Prs,,,,,
om_helsen.v.01,,Sing,om_helsen,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p78/d2198,Fin,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,Past,Nom,1,Prs,,,,,,,,
om_helsen.v.01,,Sing,om_helsen,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p78/d2198,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p78/d2198,,,,,,,,,,,,,,,,,,,
person.n.01,,,je,PRON,VNW|pers|pron|nomin|red|2v|ev,hearer,,EQU,nl/p78/d2236,,,,,,,,,,,,Nom,2,Prs,,,,,
time.n.08,,,,,,now,,EQU,nl/p78/d2236,,,,,,,,,,,,,,,,,,,
verraden.v.01,,,verraden,VERB,WW|vd|vrij|zonder,person.n.01,nsubj,Agent,nl/p78/d2236,Part,,,je,PRON,VNW|pers|pron|nomin|red|2v|ev,,,Nom,2,Prs,,,,,,,,
verraden.v.01,,,verraden,VERB,WW|vd|vrij|zonder,person.n.01,obj,Time,nl/p78/d2236,Part,,,ons,PRON,VNW|pr|pron|obl|vol|1|mv,,,Acc,1,Prs,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p78/d1386,,,,,,,,,,,,,,,,,,,
female.n.02,Com,Sing,Milosevic,PROPN,N|eigen|ev|basis|zijd|stan,Milosevic,,Name,nl/p78/d1386,,,,,,,,,,,,,,,,,,,
tandart.n.01,Com,Sing,tandart,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nsubj,Theme,nl/p78/d2626,,,,hij,PRON,VNW|pers|pron|nomin|vol|3|ev|masc,,,Nom,3,Prs,,,,,,,,
ergeren.v.01,,Sing,ergeren,VERB,WW|pv|tgw|met-t,person.n.01,obj,Time,nl/p78/d2165,Fin,,,mij,PRON,VNW|pr|pron|obl|vol|1|ev,,Pres,Acc,1,Prs,,,,,,,,
person.n.01,,,mij,PRON,VNW|pr|pron|obl|vol|1|ev,speaker,,EQU,nl/p78/d2165,,,,,,,,,,,,Acc,1,Prs,,,,,
time.n.08,,,,,,now,,EQU,nl/p78/d2165,,,,,,,,,,,,,,,,,,,
kosten.v.01,,Plur,kosten,VERB,WW|pv|tgw|mv,sigaar.n.01,nsubj,Theme,nl/p58/d0861,Fin,,Plur,sigaar,NOUN,N|soort|mv|basis,,Pres,,,,,,,,,,,
female.n.02,,,David,PROPN,N|eigen|ev|zijd|stan,David,,Name,nl/p58/d0715,,,,,,,,,,,,,,,,,,,
behoren.v.01,,Sing,behoren,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p58/d0715,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p58/d0715,,,,,,,,,,,,,,,,,,,
female.n.02,,,Partij,PROPN,SPEC|deeleigen,Partij,,Name,nl/p58/d0715,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p58/d2213,,,,,,,,,,,,,,,,,,,
heerlijk.a.01,,,heerlijk,ADJ,ADJ|vrij|basis|zonder,taart.n.01,nsubj,AttributeOf,nl/p58/d2213,,Com,Sing,taart,NOUN,N|soort|ev|basis|zijd|stan,Pos,,,,,,,,,,,,
heerlijk.a.01,,,heerlijk,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p58/d2213,,,,,,,Pos,,,,,,,,,,,,
terug_slaan.v.01,,Sing,terug_slaan,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p58/d0936,Fin,,,zij,PRON,VNW|pers|pron|nomin|vol|3v|ev|fem,,Past,Nom,3,Prs,,,,,,,,
terug_slaan.v.01,,Sing,terug_slaan,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p58/d0936,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p58/d0936,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p58/d0822,,,,,,,,,,,,Nom,1,Prs,,,,,
lenen.v.01,,,lenen,VERB,WW|vd|vrij|zonder,person.n.01,nsubj,Agent,nl/p58/d0822,Part,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,,Nom,1,Prs,,,,,,,,
lenen.v.01,,,lenen,VERB,WW|vd|vrij|zonder,cd.n.04,obj,Theme,nl/p58/d0822,Part,Com,Sing,cd,NOUN,N|soort|ev|basis|zijd|stan,,,,,,,,,,,,,
lenen.v.01,,,lenen,VERB,WW|vd|vrij|zonder,time.n.08,,Time,nl/p58/d0822,Part,,,,,,,,,,,,,,,,,,
vader.n.01,Com,Sing,vader,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nmod:poss,Role,nl/p18/d1618,,,,mijn,PRON,VNW|bez|det|stan|vol|1|ev|prenom|zonder|agr,,,,1,Prs,,,,,Yes,,,
time.n.08,,,,,,now,,EQU,nl/p18/d1618,,,,,,,,,,,,,,,,,,,
groot.a.01,,,groot,ADJ,ADJ|vrij|basis|zonder,vader.n.01,nsubj,AttributeOf,nl/p18/d1618,,Com,Sing,vader,NOUN,N|soort|ev|basis|zijd|stan,Pos,,,,,,,,,,,,
groot.a.01,,,groot,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p18/d1618,,,,,,,Pos,,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p18/d0895,,,,,,,,,,,,,,,,,,,
lek.a.01,,,lek,ADJ,ADJ|vrij|basis|zonder,dak.n.01,nsubj,AttributeOf,nl/p18/d0895,,Neut,Sing,dak,NOUN,N|soort|ev|basis|onz|stan,Pos,,,,,,,,,,,,
lek.a.01,,,lek,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p18/d0895,,,,,,,Pos,,,,,,,,,,,,
female.n.02,Com,Sing,Tom,PROPN,N|eigen|ev|basis|zijd|stan,Tom,,Name,nl/p18/d1768,,,,,,,,,,,,,,,,,,,
eten.v.01,,Sing,eten,VERB,WW|pv|tgw|ev,female.n.02,nsubj,Agent,nl/p18/d1768,Fin,Com,Sing,Tom,PROPN,N|eigen|ev|basis|zijd|stan,,Pres,,,,,,,,,,,
eten.v.01,,Sing,eten,VERB,WW|pv|tgw|ev,time.n.08,,Time,nl/p18/d1768,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p18/d1768,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p18/d1661,,,,,,,,,,,,Nom,1,Prs,,,,,
heks.n.01,Com,Sing,heks,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nsubj,Theme,nl/p18/d1661,,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,,Nom,1,Prs,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p18/d0935,,,,,,,,,,,,Nom,1,Prs,,,,,
kopen.v.01,,,kopen,VERB,WW|vd|vrij|zonder,person.n.01,nsubj,Agent,nl/p18/d0935,Part,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,,Nom,1,Prs,,,,,,,,
kopen.v.01,,,kopen,VERB,WW|vd|vrij|zonder,paraplu.n.01,obj,Theme,nl/p18/d0935,Part,Com,Sing,paraplu,NOUN,N|soort|ev|basis|zijd|stan,,,,,,,,,,,,,
kopen.v.01,,,kopen,VERB,WW|vd|vrij|zonder,time.n.08,,Time,nl/p18/d0935,Part,,,,,,,,,,,,,,,,,,
sigaar.n.01,Com,Sing,sigaar,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nsubj,Theme,nl/p18/d0923,,,,het,PRON,VNW|pers|pron|stan|red|3|ev|onz,,,,3,Prs,,,,,,,,
sigaar.n.01,Com,Sing,sigaar,NOUN,N|soort|ev|basis|zijd|stan,time.n.08,,Time,nl/p18/d0923,,,,,,,,,,,,,,,,,,,
