from_node_token,from_node_Case,from_node_Number,from_node_Person,from_node_PronType,from_node_lemma,from_node_upos,from_node_xpos,to_node_token,label,doc_id,from_node_Tense,from_node_VerbForm,to_node_Case,to_node_Number,to_node_Person,to_node_PronType,to_node_lemma,to_node_upos,to_node_xpos,from_node_Mood,to_node_Gender,to_node_Degree,from_node_Voice,to_node_NumType,to_node_Poss,from_node_NumType,to_node_Reflex,to_node_VerbForm,from_node_Degree,to_node_Tense,from_node_Gender,from_node_Poss,to_node_Mood,to_node_Voice,to_node_Foreign
amused.v.01,,,,,amused,VERB,VBN,story.n.01,Experiencer,en/p23/d0814,Past,Part,,Sing,,,story,NOUN,NN,,,,Pass,,,,,,,,,,,,
amused.v.01,,,,,amused,VERB,VBN,time.n.08,Time,en/p23/d0814,Past,Part,,,,,,,,,,,Pass,,,,,,,,,,,,
amused.v.01,,,,,amused,VERB,VBN,greatly.r.01,Degree,en/p23/d0814,Past,Part,,,,,greatly,ADV,RB,,,,Pass,,,,,,,,,,,,
amused.v.01,,,,,amused,VERB,VBN,person.n.01,Stimulus,en/p23/d0814,Past,Part,Nom,Plur,1,Prs,we,PRON,PRP,,,,Pass,,,,,,,,,,,,
person.n.01,Nom,Plur,1,Prs,we,PRON,PRP,speaker,Creator,en/p23/d0814,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Mary,PROPN,NNP,Mary,Name,en/p23/d2825,,,,,,,,,,,,,,,,,,,,,,,,,
take.v.01,,,,,take,VERB,VBD,entity.n.01,Agent,en/p23/d2825,Past,Fin,,Sing,,,Mary,PROPN,NNP,Ind,,,,,,,,,,,,,,,
take.v.01,,,,,take,VERB,VBD,time.n.08,Time,en/p23/d2825,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
take.v.01,,,,,take,VERB,VBD,risk.n.01,Theme,en/p23/d2825,Past,Fin,,Plur,,,risk,NOUN,NNS,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p23/d2825,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p23/d0851,,,,,,,,,,,,,,,,,,,,,,,,,
blow.v.01,,,,,blow,VERB,VBG,wind.n.01,Theme,en/p23/d0851,Pres,Part,,Sing,,,wind,NOUN,NN,,,,,,,,,,,,,,,,
blow.v.01,,,,,blow,VERB,VBG,time.n.08,Time,en/p23/d0851,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
blow.v.01,,,,,blow,VERB,VBG,east.n.01,Source,en/p23/d0851,Pres,Part,,Sing,,,east,NOUN,NN,,,,,,,,,,,,,,,,
people.n.01,,Plur,,,people,NOUN,NNS,thirteen,Quantity,en/p23/d1260,,,,,,,thirteen,,CD,,,,,Card,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p23/d1260,,,,,,,,,,,,,,,,,,,,,,,,,
kill.v.01,,,,,kill,VERB,VBN,people.n.01,Patient,en/p23/d1260,Past,Part,,Plur,,,people,NOUN,NNS,,,,Pass,,,,,,,,,,,,
kill.v.01,,,,,kill,VERB,VBN,time.n.08,Time,en/p23/d1260,Past,Part,,,,,,,,,,,Pass,,,,,,,,,,,,
kill.v.01,,,,,kill,VERB,VBN,accident.n.01,Causer,en/p23/d1260,Past,Part,,Sing,,,accident,NOUN,NN,,,,Pass,,,,,,,,,,,,
much.r.01,,,,,much,ADV,RB,how.r.01,Unit,en/p23/d1395,,,,,,Int,how,ADV,WRB,,,,,,,,,,Pos,,,,,,
time.n.08,,,,,,,,now,TPR,en/p23/d1395,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Marilyn,PROPN,NNP,Marilyn,Name,en/p23/d1395,,,,,,,,,,,,,,,,,,,,,,,,,
weigh.v.01,,,,,weigh,VERB,VB,much.r.01,Value,en/p23/d1395,,Inf,,,,,much,ADV,RB,,,Pos,,,,,,,,,,,,,
weigh.v.01,,,,,weigh,VERB,VB,time.n.08,Time,en/p23/d1395,,Inf,,,,,,,,,,,,,,,,,,,,,,,
weigh.v.01,,,,,weigh,VERB,VB,entity.n.01,Theme,en/p23/d1395,,Inf,,Sing,,,Marilyn,PROPN,NNP,,,,,,,,,,,,,,,,
much.a.01,,,,,much,ADJ,JJ,how.r.01,Unit,en/p23/d2389,,,,,,Int,how,ADV,WRB,,,,,,,,,,Pos,,,,,,
time.n.08,,,,,,,,now,EQU,en/p23/d2389,,,,,,,,,,,,,,,,,,,,,,,,,
worth.a.01,,,,,worth,ADJ,JJ,much.a.01,Value,en/p23/d2389,,,,,,,much,ADJ,JJ,,,Pos,,,,,,,Pos,,,,,,
worth.a.01,,,,,worth,ADJ,JJ,time.n.08,Time,en/p23/d2389,,,,,,,,,,,,,,,,,,,Pos,,,,,,
worth.a.01,,,,,worth,ADJ,JJ,ring.n.01,Theme,en/p23/d2389,,,,Sing,,,ring,NOUN,NN,,,,,,,,,,Pos,,,,,,
time.n.08,,,,,,,,now,Name,en/p23/d0711,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Sandra,PROPN,NNP,Sandra,TPR,en/p23/d0711,,,,,,,,,,,,,,,,,,,,,,,,,
defeat.v.01,,,,,defeat,VERB,VBN,time.n.08,Co-Agent,en/p23/d0711,Past,Part,,,,,,,,,,,Pass,,,,,,,,,,,,
defeat.v.01,,,,,defeat,VERB,VBN,entity.n.01,Time,en/p23/d0711,Past,Part,,Sing,,,Sandra,PROPN,NNP,,,,Pass,,,,,,,,,,,,
defeat.v.01,,,,,defeat,VERB,VBN,entity.n.01,Agent,en/p23/d0711,Past,Part,,Sing,,,Max,PROPN,NNP,,,,Pass,,,,,,,,,,,,
entity.n.01,,Sing,,,Max,PROPN,NNP,Max,Name,en/p23/d0711,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p23/d2075,,,,,,,,,,,,,,,,,,,,,,,,,
take.v.01,,,,,take,VERB,VBD,person.n.01,Agent,en/p23/d2075,Past,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
take.v.01,,,,,take,VERB,VBD,time.n.08,Time,en/p23/d2075,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
take.v.01,,,,,take,VERB,VBD,station.n.01,Theme,en/p23/d2075,Past,Fin,,Sing,,,station,NOUN,NN,Ind,,,,,,,,,,,,,,,
take.v.01,,,,,take,VERB,VBD,hotel.n.01,Source,en/p23/d2075,Past,Fin,,Sing,,,hotel,NOUN,NN,Ind,,,,,,,,,,,,,,,
take.v.01,,,,,take,VERB,VBD,taxi.n.01,Destination,en/p23/d2075,Past,Fin,,Sing,,,taxi,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p23/d2075,,,,,,,,,,,,,,,,,,,,,,,,,
kind.n.01,,Sing,,,kind,NOUN,NN,book.n.01,EQU,en/p23/d0211,,,,Sing,,,book,NOUN,NN,,,,,,,,,,,,,,,,
person.n.01,Nom,,2,Prs,you,PRON,PRP,speaker,EQU,en/p23/d0211,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p23/d0211,,,,,,,,,,,,,,,,,,,,,,,,,
want.v.01,,,,,want,VERB,VB,kind.n.01,Theme,en/p23/d0211,,Inf,,Sing,,,kind,NOUN,NN,,,,,,,,,,,,,,,,
want.v.01,,,,,want,VERB,VB,person.n.01,Time,en/p23/d0211,,Inf,Nom,,2,Prs,you,PRON,PRP,,,,,,,,,,,,,,,,
want.v.01,,,,,want,VERB,VB,time.n.08,Pivot,en/p23/d0211,,Inf,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p23/d3380,,,,,,,,,,,,,,,,,,,,,,,,,
punch.v.01,,,,,punch,VERB,VBD,person.n.01,Agent,en/p23/d3380,Past,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
punch.v.01,,,,,punch,VERB,VBD,time.n.08,Time,en/p23/d3380,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
punch.v.01,,,,,punch,VERB,VBD,he.n.01,Patient,en/p23/d3380,Past,Fin,Acc,Sing,3,Prs,he,PRON,PRP,Ind,Masc,,,,,,,,,,,,,,
punch.v.01,,,,,punch,VERB,VBD,face.n.01,Location,en/p23/d3380,Past,Fin,,Sing,,,face,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p23/d3380,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p23/d1637,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p23/d1637,,,,,,,,,,,,,,,,,,,,,,,,,
marry.v.01,,,,,marry,VERB,VBN,time.n.08,Theme,en/p23/d1637,Past,Part,,,,,,,,,,,Pass,,,,,,,,,,,,
marry.v.01,,,,,marry,VERB,VBN,person.n.01,Time,en/p23/d1637,Past,Part,Nom,Sing,1,Prs,I,PRON,PRP,,,,Pass,,,,,,,,,,,,
marry.v.01,,,,,marry,VERB,VBN,entity.n.01,Co-Theme,en/p23/d1637,Past,Part,,Sing,,,Lori,PROPN,NNP,,,,Pass,,,,,,,,,,,,
entity.n.01,,Sing,,,Lori,PROPN,NNP,Lori,Name,en/p23/d1637,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p23/d1903,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p23/d1903,,,,,,,,,,,,,,,,,,,,,,,,,
joke.v.01,,,,,joke,VERB,VBG,entity.n.01,Agent,en/p23/d1903,Pres,Part,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,,
joke.v.01,,,,,joke,VERB,VBG,time.n.08,Time,en/p23/d1903,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Edison,PROPN,NNP,Edison,Name,en/p23/d3557,,,,,,,,,,,,,,,,,,,,,,,,,
invent.v.01,,,,,invent,VERB,VBD,entity.n.01,Agent,en/p23/d3557,Past,Fin,,Sing,,,Edison,PROPN,NNP,Ind,,,,,,,,,,,,,,,
invent.v.01,,,,,invent,VERB,VBD,time.n.08,Time,en/p23/d3557,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
invent.v.01,,,,,invent,VERB,VBD,light_bulb.n.01,Result,en/p23/d3557,Past,Fin,,Sing,,,bulb,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p23/d3557,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p23/d1567,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,EQU,en/p23/d1567,,,,,,,,,,,,,,,,,,,,,,,,,
devastate.v.01,,,,,devastate,VERB,VBD,time.n.08,Experiencer,en/p23/d1567,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
devastate.v.01,,,,,devastate,VERB,VBD,entity.n.01,Time,en/p23/d1567,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
burn_out.v.01,,,,,burn,VERB,VBN,bulb.n.01,Patient,en/p23/d2108,Past,Part,,Sing,,,bulb,NOUN,NN,,,,,,,,,,,,,,,,
burn_out.v.01,,,,,burn,VERB,VBN,time.n.08,Time,en/p23/d2108,Past,Part,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p23/d2108,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p23/d1387,,,,,,,,,,,,,,,,,,,,,,,,,
win.v.01,,,,,win,VERB,VBD,time.n.08,Agent,en/p23/d1387,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
win.v.01,,,,,win,VERB,VBD,person.n.01,Time,en/p23/d1387,Past,Fin,,,,Int,who,PRON,WP,Ind,,,,,,,,,,,,,,,
win.v.01,,,,,win,VERB,VBD,entity.n.01,Theme,en/p23/d1387,Past,Fin,,Sing,,,France,PROPN,NNP,Ind,,,,,,,,,,,,,,,
person.n.01,,,,Int,who,PRON,WP,speaker,TPR,en/p23/d1387,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,France,PROPN,NNP,France,Name,en/p23/d1387,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,,2,Prs,you,PRON,PRP,speaker,TPR,en/p23/d1838,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p23/d1838,,,,,,,,,,,,,,,,,,,,,,,,,
break.v.01,,,,,break,VERB,VB,person.n.01,Time,en/p23/d1838,,Inf,Nom,,2,Prs,you,PRON,PRP,,,,,,,,,,,,,,,,
break.v.01,,,,,break,VERB,VB,time.n.08,Agent,en/p23/d1838,,Inf,,,,,,,,,,,,,,,,,,,,,,,
break.v.01,,,,,break,VERB,VB,law.n.01,Theme,en/p23/d1838,,Inf,,Plur,,,law,NOUN,NNS,,,,,,,,,,,,,,,,
mother.n.01,,Sing,,,mother,NOUN,NN,entity.n.01,Role,en/p23/d2134,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Of,en/p23/d2134,,,,,,,,,,,,,,,,,,,,,,,,,
live.v.01,,Sing,3,,live,VERB,VBZ,mother.n.01,Theme,en/p23/d2134,Pres,Fin,,Sing,,,mother,NOUN,NN,Ind,,,,,,,,,,,,,,,
live.v.01,,Sing,3,,live,VERB,VBZ,time.n.08,Time,en/p23/d2134,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
live.v.01,,Sing,3,,live,VERB,VBZ,village.n.01,Location,en/p23/d2134,Pres,Fin,,Sing,,,village,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p23/d2134,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Plur,1,Prs,we,PRON,PRP,speaker,EQU,en/p23/d2815,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p23/d2815,,,,,,,,,,,,,,,,,,,,,,,,,
calculate.v.01,,,,,calculate,VERB,VBG,person.n.01,Agent,en/p23/d2815,Pres,Part,Nom,Plur,1,Prs,we,PRON,PRP,,,,,,,,,,,,,,,,
calculate.v.01,,,,,calculate,VERB,VBG,time.n.08,Time,en/p23/d2815,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
calculate.v.01,,,,,calculate,VERB,VBG,benefit.n.01,Theme,en/p23/d2815,Pres,Part,,Plur,,,benefit,NOUN,NNS,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p23/d3352,,,,,,,,,,,,,,,,,,,,,,,,,
chauffeur.n.01,,Sing,,,chauffeur,NOUN,NN,entity.n.01,Theme,en/p23/d3352,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,,
chauffeur.n.01,,Sing,,,chauffeur,NOUN,NN,time.n.08,Time,en/p23/d3352,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p23/d3352,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,,2,Prs,you,PRON,PRP,speaker,EQU,en/p23/d1398,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p23/d1398,,,,,,,,,,,,,,,,,,,,,,,,,
trick.v.01,,,,,trick,VERB,VBN,person.n.01,Patient,en/p23/d1398,Past,Part,Nom,,2,Prs,you,PRON,PRP,,,,Pass,,,,,,,,,,,,
trick.v.01,,,,,trick,VERB,VBN,time.n.08,Time,en/p23/d1398,Past,Part,,,,,,,,,,,Pass,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p23/d0082,,,,,,,,,,,,,,,,,,,,,,,,,
come.v.01,,,,,come,VERB,VBP,time.n.08,Theme,en/p23/d0082,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
come.v.01,,,,,come,VERB,VBP,person.n.01,Time,en/p23/d0082,Pres,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
come.v.01,,,,,come,VERB,VBP,entity.n.01,Source,en/p23/d0082,Pres,Fin,,Sing,,,Shikoku,PROPN,NNP,Ind,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p23/d0082,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Shikoku,PROPN,NNP,Shikoku,Name,en/p23/d0082,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,User,en/p23/d2747,,,,,,,,,,,,,,,,,,,,,,,,,
that.n.01,,Sing,,Dem,that,PRON,DT,time.n.08,Co-Theme,en/p23/d2747,,,,,,,,,,,,,,,,,,,,,,,,,
that.n.01,,Sing,,Dem,that,PRON,DT,car.n.01,Time,en/p23/d2747,,,,Sing,,,car,NOUN,NN,,,,,,,,,,,,,,,,
car.n.01,,Sing,,,car,NOUN,NN,whose.n.01,EQU,en/p23/d2747,,,,,,Int,whose,PRON,WP$,,,,,,Yes,,,,,,,,,,
rob.v.01,,,,,rob,VERB,VBD,i.n.01,Agent,en/p23/d2914,Past,Fin,Acc,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
rob.v.01,,,,,rob,VERB,VBD,person.n.01,Time,en/p23/d2914,Past,Fin,Nom,Sing,3,Prs,he,PRON,PRP,Ind,Masc,,,,,,,,,,,,,,
rob.v.01,,,,,rob,VERB,VBD,bag.n.01,Source,en/p23/d2914,Past,Fin,,Sing,,,bag,NOUN,NN,Ind,,,,,,,,,,,,,,,
rob.v.01,,,,,rob,VERB,VBD,time.n.08,Theme,en/p23/d2914,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,3,Prs,he,PRON,PRP,speaker,TPR,en/p23/d2914,,,,,,,,,,,,,,,,,,,,,Masc,,,,
bag.n.01,,Sing,,,bag,NOUN,NN,my.n.01,EQU,en/p23/d2914,,,,Sing,1,Prs,my,PRON,PRP$,,,,,,Yes,,,,,,,,,,
time.n.08,,,,,,,,now,User,en/p23/d2914,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Source,en/p23/d3551,,,,,,,,,,,,,,,,,,,,,,,,,
teach.v.01,,,,,teach,VERB,VBD,time.n.08,Agent,en/p23/d3551,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
teach.v.01,,,,,teach,VERB,VBD,entity.n.01,Time,en/p23/d3551,Past,Fin,,Sing,,,Mexican,PROPN,NNP,Ind,,,,,,,,,,,,,,,
teach.v.01,,,,,teach,VERB,VBD,spanish.a.01,Recipient,en/p23/d3551,Past,Fin,,,,,Spanish,ADJ,JJ,Ind,,Pos,,,,,,,,,,,,,
teach.v.01,,,,,teach,VERB,VBD,he.n.01,Topic,en/p23/d3551,Past,Fin,Acc,Sing,3,Prs,he,PRON,PRP,Ind,Masc,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Mexican,PROPN,NNP,Mexican,TPR,en/p23/d3551,,,,,,,,,,,,,,,,,,,,,,,,,
big.a.01,,,,,big,ADJ,JJ,how.r.01,Value,en/p23/d1396,,,,,,Int,how,ADV,WRB,,,,,,,,,,Pos,,,,,,
big.a.01,,,,,big,ADJ,JJ,pyramid.n.01,Time,en/p23/d1396,,,,Sing,,,Pyramid,PROPN,NNP,,,,,,,,,,Pos,,,,,,
big.a.01,,,,,big,ADJ,JJ,time.n.08,AttributeOf,en/p23/d1396,,,,,,,,,,,,,,,,,,,Pos,,,,,,
pyramid.n.01,,Sing,,,Pyramid,PROPN,NNP,great.a.01,EQU,en/p23/d1396,,,,,,,great,ADJ,NNP,,,Pos,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p23/d1396,,,,,,,,,,,,,,,,,,,,,,,,,
fly.v.01,,,,,fly,VERB,VBP,bird.n.01,Theme,en/p23/d1756,Pres,Fin,,Plur,,,bird,NOUN,NNS,Ind,,,,,,,,,,,,,,,
fly.v.01,,,,,fly,VERB,VBP,cloud.n.01,Time,en/p23/d1756,Pres,Fin,,Plur,,,cloud,NOUN,NNS,Ind,,,,,,,,,,,,,,,
fly.v.01,,,,,fly,VERB,VBP,time.n.08,Location,en/p23/d1756,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,SZN,en/p23/d1756,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p23/d2021,,,,,,,,,,,,,,,,,,,,,,,,,
do.v.01,,,,,do,VERB,VBD,person.n.01,Agent,en/p23/d2021,Past,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
do.v.01,,,,,do,VERB,VBD,time.n.08,Time,en/p23/d2021,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
do.v.01,,,,,do,VERB,VBD,nothing.n.01,Theme,en/p23/d2021,Past,Fin,,Sing,,,nothing,PRON,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p23/d2021,,,,,,,,,,,,,,,,,,,,,,,,,
nothing.n.01,,Sing,,,nothing,PRON,NN,unlawful.a.01,Attribute,en/p23/d2021,,,,,,,unlawful,ADJ,JJ,,,Pos,,,,,,,,,,,,,
entity.n.01,,Sing,,,Aga,PROPN,NNP,Aga,EQU,en/p23/d1393,,,,,,,,,,,,,,,,,,,,,,,,,
who.n.01,,,,Int,who,PRON,WP,entity.n.01,Co-Theme,en/p23/d1393,,,,Sing,,,Aga,PROPN,NNP,,,,,,,,,,,,,,,,
who.n.01,,,,Int,who,PRON,WP,time.n.08,Theme,en/p23/d1393,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p23/d1393,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,User,en/p23/d2483,,,,,,,,,,,,,,,,,,,,,,,,,
that.n.01,,Plur,,Dem,that,PRON,DT,time.n.08,Co-Theme,en/p23/d2483,,,,,,,,,,,,,,,,,,,,,,,,,
that.n.01,,Plur,,Dem,that,PRON,DT,book.n.01,Time,en/p23/d2483,,,,Plur,,,book,NOUN,NNS,,,,,,,,,,,,,,,,
book.n.01,,Plur,,,book,NOUN,NNS,whose.n.01,EQU,en/p23/d2483,,,,,,Int,whose,PRON,WP$,,,,,,Yes,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p23/d2739,,,,,,,,,,,,,,,,,,,,,,,,,
let_up.v.01,,,,,let,VERB,VBG,rain.n.01,Patient,en/p23/d2739,Pres,Part,,Sing,,,rain,NOUN,NN,,,,,,,,,,,,,,,,
let_up.v.01,,,,,let,VERB,VBG,time.n.08,Time,en/p23/d2739,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
destroy.v.01,,,,,destroy,VERB,VBD,japanese.a.01,Agent,en/p23/d2667,Past,Fin,,,,,Japanese,ADJ,JJ,Ind,,Pos,,,,,,,,,,,,,
destroy.v.01,,,,,destroy,VERB,VBD,entity.n.01,Time,en/p23/d2667,Past,Fin,,Sing,,,Harbor,PROPN,NNP,Ind,,,,,,,,,,,,,,,
destroy.v.01,,,,,destroy,VERB,VBD,time.n.08,Patient,en/p23/d2667,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Harbor,PROPN,NNP,Harbor,TPR,en/p23/d2667,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p23/d2667,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p23/d1518,,,,,,,,,,,,,,,,,,,,,,,,,
garden.n.01,,Sing,,,garden,NOUN,NN,my.n.01,EQU,en/p23/d1518,,,,Sing,1,Prs,my,PRON,PRP$,,,,,,Yes,,,,,,,,,,
planting.v.01,,,,,planting,VERB,VBG,person.n.01,Agent,en/p23/d1518,Pres,Part,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,,
planting.v.01,,,,,planting,VERB,VBG,garden.n.01,Time,en/p23/d1518,Pres,Part,,Sing,,,garden,NOUN,NN,,,,,,,,,,,,,,,,
planting.v.01,,,,,planting,VERB,VBG,bean.n.01,Theme,en/p23/d1518,Pres,Part,,Plur,,,bean,NOUN,NNS,,,,,,,,,,,,,,,,
planting.v.01,,,,,planting,VERB,VBG,time.n.08,Destination,en/p23/d1518,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,User,en/p23/d1518,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p23/d3006,,,,,,,,,,,,,,,,,,,,,,,,,
abound.v.01,,Sing,3,,abound,VERB,VBZ,time.n.08,Location,en/p23/d3006,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
abound.v.01,,Sing,3,,abound,VERB,VBZ,entity.n.01,Time,en/p23/d3006,Pres,Fin,,Sing,,,Caribbean,PROPN,NNP,Ind,,,,,,,,,,,,,,,
abound.v.01,,Sing,3,,abound,VERB,VBZ,island.n.01,Theme,en/p23/d3006,Pres,Fin,,Plur,,,island,NOUN,NNS,Ind,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Caribbean,PROPN,NNP,Caribbean,EQU,en/p23/d3006,,,,,,,,,,,,,,,,,,,,,,,,,
kind.n.01,,Sing,,,kind,NOUN,NN,person.n.01,EQU,en/p23/d0085,,,,Sing,,,person,NOUN,NN,,,,,,,,,,,,,,,,
tom.n.01,,Sing,,,Tom,PROPN,NNP,kind.n.01,Co-Theme,en/p23/d0085,,,,Sing,,,kind,NOUN,NN,,,,,,,,,,,,,,,,
tom.n.01,,Sing,,,Tom,PROPN,NNP,time.n.08,Theme,en/p23/d0085,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p23/d0085,,,,,,,,,,,,,,,,,,,,,,,,,
see.v.01,,,,,see,VERB,VBD,you.n.01,Experiencer,en/p23/d2398,Past,Fin,Acc,,2,Prs,you,PRON,PRP,Ind,,,,,,,,,,,,,,,
see.v.01,,,,,see,VERB,VBD,person.n.01,Time,en/p23/d2398,Past,Fin,,Sing,,,somebody,PRON,NN,Ind,,,,,,,,,,,,,,,
see.v.01,,,,,see,VERB,VBD,time.n.08,Stimulus,en/p23/d2398,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
person.n.01,,Sing,,,somebody,PRON,NN,speaker,TPR,en/p23/d2398,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p23/d2398,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Plur,1,Prs,we,PRON,PRP,speaker,EQU,en/p23/d1947,,,,,,,,,,,,,,,,,,,,,,,,,
swim.v.01,,Plur,1,,swim,VERB,VBD,person.n.01,Theme,en/p23/d1947,Past,Fin,Nom,Plur,1,Prs,we,PRON,PRP,Ind,,,,,,,,,,,,,,,
swim.v.01,,Plur,1,,swim,VERB,VBD,time.n.08,Time,en/p23/d1947,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
