from_node_token,from_node_Case,from_node_Number,from_node_Person,from_node_PronType,from_node_lemma,from_node_upos,from_node_xpos,to_node_token,deprel,label,doc_id,from_node_Tense,from_node_VerbForm,to_node_Case,to_node_Number,to_node_Person,to_node_PronType,to_node_lemma,to_node_upos,to_node_xpos,from_node_Mood,to_node_Gender,from_node_Voice,from_node_NumType,from_node_Degree,to_node_Degree,to_node_Poss,to_node_NumType,to_node_Tense,to_node_VerbForm,from_node_Gender,from_node_Poss,to_node_Mood,to_node_Voice,to_node_Foreign
small.a.01,,,,,small,ADJ,JJ,time.n.08,,Time,en/p82/d0871,,,,,,,,,,,,,,Pos,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p82/d2129,,,,,,,,,,,,,,,,,,,,,,,,
hug.v.01,,,,,hug,VERB,VBD,female.n.02,nsubj,Agent,en/p82/d2129,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
hug.v.01,,,,,hug,VERB,VBD,time.n.08,,Time,en/p82/d2129,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p82/d2129,,,,,,,,,,,,,,,,,,,,,,,,
let_up.v.01,,,,,let,VERB,VBN,time.n.08,,Time,en/p82/d2987,Past,Part,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p82/d2987,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p82/d2462,,,,,,,,,,,,,,,,,,,,,,,,
fly.v.01,,,,,fly,VERB,VBG,sea_gull.n.01,nsubj,Theme,en/p82/d2462,Pres,Part,,Plur,,,gull,NOUN,NNS,,,,,,,,,,,,,,,
fly.v.01,,,,,fly,VERB,VBG,time.n.08,,Time,en/p82/d2462,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
fly.v.01,,,,,fly,VERB,VBG,low.r.01,advmod,Manner,en/p82/d2462,Pres,Part,,,,,low,ADV,RB,,,,,,Pos,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p82/d2194,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p82/d2194,,,,,,,,,,,,,,,,,,,,,,,,
throw_up.v.01,,,,,throw,VERB,VBG,female.n.02,nsubj,Agent,en/p82/d2194,Pres,Part,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,
throw_up.v.01,,,,,throw,VERB,VBG,time.n.08,,Time,en/p82/d2194,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,John,PROPN,NNP,John,,Name,en/p82/d2673,,,,,,,,,,,,,,,,,,,,,,,,
like.v.02,,Sing,3,,like,VERB,VBZ,time.n.08,,Time,en/p82/d2673,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p82/d2673,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,,2,Prs,you,PRON,PRP,hearer,,EQU,en/p82/d1968,,,,,,,,,,,,,,,,,,,,,,,,
killer.n.01,,Sing,,,killer,NOUN,NN,person.n.01,nsubj,Theme,en/p82/d1968,,,Nom,,2,Prs,you,PRON,PRP,,,,,,,,,,,,,,,
killer.n.01,,Sing,,,killer,NOUN,NN,time.n.08,,Time,en/p82/d1968,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p82/d1968,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,,2,Prs,you,PRON,PRP,hearer,,EQU,en/p82/d1409,,,,,,,,,,,,,,,,,,,,,,,,
trick.v.01,,,,,trick,VERB,VBD,person.n.01,nsubj,Agent,en/p82/d1409,Past,Fin,Nom,,2,Prs,you,PRON,PRP,Ind,,,,,,,,,,,,,,
trick.v.01,,,,,trick,VERB,VBD,time.n.08,,Time,en/p82/d1409,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p82/d1409,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Acc,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p82/d1409,,,,,,,,,,,,,,,,,,,,,,,,
send.v.01,,,,,send,VERB,VBD,female.n.02,obj,Time,en/p82/d2908,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
female.n.02,,Sing,,,Boston,PROPN,NNP,Boston,,Name,en/p82/d2908,,,,,,,,,,,,,,,,,,,,,,,,
skinn.v.01,,,,,skinn,VERB,VBG,time.n.08,,Time,en/p82/d1816,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
come.v.02,,Sing,3,,come,VERB,VBZ,coffee.n.01,nsubj,Theme,en/p82/d1779,Pres,Fin,,Sing,,,coffee,NOUN,NN,Ind,,,,,,,,,,,,,,
come.v.02,,Sing,3,,come,VERB,VBZ,time.n.08,,Time,en/p82/d1779,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p82/d1779,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Eritrea,PROPN,NNP,Eritrea,,Name,en/p82/d1779,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p82/d2563,,,,,,,,,,,,,,,,,,,,,,,,
goof.v.01,,,,,goof,VERB,VBD,female.n.02,nsubj,Agent,en/p82/d2563,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
goof.v.01,,,,,goof,VERB,VBD,time.n.08,,Time,en/p82/d2563,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p82/d2563,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p82/d1564,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p82/d1564,,,,,,,,,,,,,,,,,,,,,,,,
afraid.a.01,,,,,afraid,ADJ,JJ,time.n.08,,Time,en/p82/d1564,,,,,,,,,,,,,,Pos,,,,,,,,,,
afraid.a.01,,,,,afraid,ADJ,JJ,snake.n.01,obl,Stimulus,en/p82/d1564,,,,Plur,,,snake,NOUN,NNS,,,,,Pos,,,,,,,,,,
excellent.a.01,,,,,excellent,ADJ,JJ,wine.n.01,nsubj,AttributeOf,en/p82/d2388,,,,Sing,,,wine,NOUN,NN,,,,,Pos,,,,,,,,,,
excellent.a.01,,,,,excellent,ADJ,JJ,time.n.08,,Time,en/p82/d2388,,,,,,,,,,,,,,Pos,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p82/d3009,,,,,,,,,,,,,,,,,,,,,,,,
burp.v.01,,,,,burp,VERB,VBD,female.n.02,nsubj,Agent,en/p82/d3009,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
burp.v.01,,,,,burp,VERB,VBD,time.n.08,,Time,en/p82/d3009,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p82/d3009,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p82/d3428,,,,,,,,,,,,,,,,,,,,,,,,
come.v.02,,,,,come,VERB,VB,time.n.08,,Time,en/p82/d3428,,Inf,,,,,,,,,,,,,,,,,,,,,,
come.v.02,,,,,come,VERB,VB,late.a.02,advmod,Manner,en/p82/d3428,,Inf,,,,,late,ADV,RB,,,,,,Pos,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p82/d3410,,,,,,,,,,,,,,,,,,,,,,,,
expect.v.01,,,,,expect,VERB,VB,person.n.01,nsubj,Agent,en/p82/d3410,,Inf,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,
expect.v.01,,,,,expect,VERB,VB,time.n.08,,Time,en/p82/d3410,,Inf,,,,,,,,,,,,,,,,,,,,,,
expect.v.01,,,,,expect,VERB,VB,gift.n.01,obj,Theme,en/p82/d3410,,Inf,,Sing,,,gift,NOUN,NN,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p82/d1886,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p82/d2784,,,,,,,,,,,,,,,,,,,,,,,,
scratch.v.03,,,,,scratch,VERB,VBD,female.n.02,nsubj,Agent,en/p82/d2784,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
scratch.v.03,,,,,scratch,VERB,VBD,time.n.08,,Time,en/p82/d2784,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p82/d2784,,,,,,,,,,,,,,,,,,,,,,,,
suck_up.v.02,,Sing,3,,suck,VERB,VBZ,female.n.02,nsubj,Agent,en/p82/d1532,Pres,Fin,Nom,Sing,3,Prs,she,PRON,PRP,Ind,Fem,,,,,,,,,,,,,
suck_up.v.02,,Sing,3,,suck,VERB,VBZ,time.n.08,,Time,en/p82/d1532,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
suck_up.v.02,,Sing,3,,suck,VERB,VBZ,teacher.n.01,obl,Theme,en/p82/d1532,Pres,Fin,,Sing,,,teacher,NOUN,NN,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p82/d1532,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Napoleon,PROPN,NNP,Napoleon,,Name,en/p82/d2011,,,,,,,,,,,,,,,,,,,,,,,,
afraid.a.01,,,,,afraid,ADJ,JJ,time.n.08,,Time,en/p82/d2011,,,,,,,,,,,,,,Pos,,,,,,,,,,
afraid.a.01,,,,,afraid,ADJ,JJ,cat.n.01,obl,Stimulus,en/p82/d2011,,,,Plur,,,cat,NOUN,NNS,,,,,Pos,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p82/d3447,,,,,,,,,,,,,,,,,,,,,,,,
baffle.v.01,,,,,baffle,VERB,VBN,time.n.08,,Time,en/p82/d3447,Past,Part,,,,,,,,,,Pass,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p82/d1510,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p82/d1510,,,,,,,,,,,,,,,,,,,,,,,,
selfish.a.01,,,,,selfish,ADJ,JJ,female.n.02,nsubj,AttributeOf,en/p82/d1510,,,,Sing,,,Tom,PROPN,NNP,,,,,Pos,,,,,,,,,,
selfish.a.01,,,,,selfish,ADJ,JJ,time.n.08,,Time,en/p82/d1510,,,,,,,,,,,,,,Pos,,,,,,,,,,
selfish.a.01,,,,,selfish,ADJ,JJ,quite.r.01,advmod,Degree,en/p82/d1510,,,,,,,quite,ADV,RB,,,,,Pos,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p82/d3398,,,,,,,,,,,,,,,,,,,,,,,,
sympathize.v.01,,,,,sympathize,VERB,VBD,time.n.08,,Time,en/p82/d3398,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p82/d3398,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p82/d0042,,,,,,,,,,,,,,,,,,,,,,,,
lounge.v.01,,,,,lounge,VERB,VBG,girl.n.01,nsubj,Theme,en/p82/d0042,Pres,Part,,Sing,,,girl,NOUN,NN,,,,,,,,,,,,,,,
lounge.v.01,,,,,lounge,VERB,VBG,time.n.08,,Time,en/p82/d0042,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Plur,1,Prs,we,PRON,PRP,speaker,,EQU,en/p82/d2239,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p82/d2239,,,,,,,,,,,,,,,,,,,,,,,,
waste.v.01,,,,,waste,VERB,VBG,person.n.01,nsubj,Agent,en/p82/d2239,Pres,Part,Nom,Plur,1,Prs,we,PRON,PRP,,,,,,,,,,,,,,,
waste.v.01,,,,,waste,VERB,VBG,time.n.08,,Time,en/p82/d2239,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
teach.v.01,,Sing,3,,teach,VERB,VBZ,female.n.02,nsubj,Agent,en/p82/d2132,Pres,Fin,Nom,Sing,3,Prs,she,PRON,PRP,Ind,Fem,,,,,,,,,,,,,
teach.v.01,,Sing,3,,teach,VERB,VBZ,person.n.01,obj,Time,en/p82/d2132,Pres,Fin,Acc,Plur,1,Prs,we,PRON,PRP,Ind,,,,,,,,,,,,,,
teach.v.01,,Sing,3,,teach,VERB,VBZ,French.a.01,xcomp,Theme,en/p82/d2132,Pres,Fin,,,,,French,ADJ,JJ,Ind,,,,,Pos,,,,,,,,,
person.n.01,Acc,Plur,1,Prs,we,PRON,PRP,speaker,,EQU,en/p82/d2132,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p82/d2132,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p82/d0139,,,,,,,,,,,,,,,,,,,,,,,,
attach.v.01,,,,,attach,VERB,VBN,card.n.03,nsubj:pass,Theme,en/p82/d0139,Past,Part,,Sing,,,card,NOUN,NN,,,Pass,,,,,,,,,,,,
attach.v.01,,,,,attach,VERB,VBN,time.n.08,,Time,en/p82/d0139,Past,Part,,,,,,,,,,Pass,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p82/d2217,,,,,,,,,,,,,,,,,,,,,,,,
giggle.v.01,,,,,giggle,VERB,VBD,female.n.02,nsubj,Agent,en/p82/d2217,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
giggle.v.01,,,,,giggle,VERB,VBD,time.n.08,,Time,en/p82/d2217,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
giggle.v.01,,,,,giggle,VERB,VBD,girlishly.r.01,advmod,Manner,en/p82/d2217,Past,Fin,,,,,girlishly,ADV,RB,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p82/d2217,,,,,,,,,,,,,,,,,,,,,,,,
amputate.v.01,,,,,amputate,VERB,VBD,time.n.08,,Time,en/p82/d1991,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
amputate.v.01,,,,,amputate,VERB,VBD,surgeon.n.01,nsubj,Theme,en/p82/d1991,Past,Fin,,Sing,,,surgeon,NOUN,NN,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p82/d1991,,,,,,,,,,,,,,,,,,,,,,,,
sniff.v.01,,,,,sniff,VERB,VBD,time.n.08,,Time,en/p76/d2631,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
sniff.v.01,,,,,sniff,VERB,VBD,stranger.n.01,obl,Theme,en/p76/d2631,Past,Fin,,Sing,,,stranger,NOUN,NN,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p76/d2631,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Acc,Plur,1,Prs,we,PRON,PRP,speaker,,EQU,en/p76/d1984,,,,,,,,,,,,,,,,,,,,,,,,
catch.v.19,,,,,catch,VERB,VBP,time.n.08,,Time,en/p76/d1984,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
catch.v.19,,,,,catch,VERB,VBP,cold.n.01,obj,Theme,en/p76/d1984,Pres,Fin,,Plur,,,cold,NOUN,NNS,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p76/d1984,,,,,,,,,,,,,,,,,,,,,,,,
collide.v.03,,Sing,3,,collide,VERB,VBD,time.n.08,,Time,en/p76/d1841,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p76/d1841,,,,,,,,,,,,,,,,,,,,,,,,
center.n.01,,Sing,,,center,NOUN,NN,skyscraper.n.01,nsubj,Theme,en/p76/d2635,,,,Sing,,,skyscraper,NOUN,NN,,,,,,,,,,,,,,,
center.n.01,,Sing,,,center,NOUN,NN,time.n.08,,Time,en/p76/d2635,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p76/d2635,,,,,,,,,,,,,,,,,,,,,,,,
drink.v.01,,,,,drink,VERB,VBP,time.n.08,,Time,en/p76/d3465,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p76/d3465,,,,,,,,,,,,,,,,,,,,,,,,
use.v.01,,,,,use,VERB,VBD,time.n.08,,Time,en/p76/d3270,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p76/d3270,,,,,,,,,,,,,,,,,,,,,,,,
happy.a.01,,,,,happy,ADJ,JJ,time.n.08,,Time,en/p76/d2248,,,,,,,,,,,,,,Pos,,,,,,,,,,
fast.a.01,,,,,fast,ADV,RB,alarm_clock.n.01,nsubj,Theme,en/p76/d0853,,,,Sing,,,clock,NOUN,NN,,,,,Pos,,,,,,,,,,
fast.a.01,,,,,fast,ADV,RB,minute.n.01,obl:npmod,Time,en/p76/d0853,,,,Plur,,,minute,NOUN,NNS,,,,,Pos,,,,,,,,,,
female.n.02,,Sing,,,France,PROPN,NNP,France,,Name,en/p76/d0784,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p76/d3113,,,,,,,,,,,,,,,,,,,,,,,,
ring.v.01,,,,,ring,VERB,VBG,doorbell.n.01,nsubj,Theme,en/p76/d3113,Pres,Part,,Sing,,,doorbell,NOUN,NN,,,,,,,,,,,,,,,
ring.v.01,,,,,ring,VERB,VBG,time.n.08,,Time,en/p76/d3113,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
grab.v.05,,Sing,3,,grab,VERB,VBD,female.n.02,nsubj,Agent,en/p76/d3540,Past,Fin,Nom,Sing,3,Prs,she,PRON,PRP,Ind,Fem,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p76/d1441,,,,,,,,,,,,,,,,,,,,,,,,
see.v.01,,,,,see,VERB,VBD,time.n.08,,Time,en/p76/d1441,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p76/d1441,,,,,,,,,,,,,,,,,,,,,,,,
read.v.01,,Sing,3,,read,VERB,VBZ,thermometer.n.01,nsubj,Theme,en/p76/d2010,Pres,Fin,,Sing,,,thermometer,NOUN,NN,Ind,,,,,,,,,,,,,,
girl.n.01,,Sing,,,girl,NOUN,NN,young.a.01,amod,Attribute,en/p76/d1706,,,,,,,young,ADJ,JJ,,,,,,Pos,,,,,,,,,
chase.v.01,,,,,chase,VERB,VBN,girl.n.01,nsubj:pass,Theme,en/p76/d1706,Past,Part,,Sing,,,girl,NOUN,NN,,,Pass,,,,,,,,,,,,
chase.v.01,,,,,chase,VERB,VBN,time.n.08,,Time,en/p76/d1706,Past,Part,,,,,,,,,,Pass,,,,,,,,,,,,
man.n.01,,Sing,,,man,NOUN,NN,old.a.01,amod,Attribute,en/p76/d1706,,,,,,,old,ADJ,JJ,,,,,,Pos,,,,,,,,,
surprise.v.01,,,,,surprise,VERB,VB,person.n.01,obj,Time,en/p76/d3269,,Inf,Acc,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p76/d3269,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p76/d2264,,,,,,,,,,,,,,,,,,,,,,,,
kind.a.01,,,,,kind,ADJ,JJ,female.n.02,nsubj,AttributeOf,en/p76/d2264,,,,Sing,,,Tom,PROPN,NNP,,,,,Pos,,,,,,,,,,
kind.a.01,,,,,kind,ADJ,JJ,time.n.08,,Time,en/p76/d2264,,,,,,,,,,,,,,Pos,,,,,,,,,,
person.n.01,Acc,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p76/d2264,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p76/d2152,,,,,,,,,,,,,,,,,,,,,,,,
teach.v.01,,Sing,3,,teach,VERB,VBZ,female.n.02,nsubj,Agent,en/p76/d2152,Pres,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
teach.v.01,,Sing,3,,teach,VERB,VBZ,time.n.08,,Time,en/p76/d2152,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
teach.v.01,,Sing,3,,teach,VERB,VBZ,French.a.01,xcomp,Theme,en/p76/d2152,Pres,Fin,,,,,French,ADJ,JJ,Ind,,,,,Pos,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p76/d2152,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Acc,Plur,1,Prs,we,PRON,PRP,speaker,,EQU,en/p76/d2152,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p76/d2756,,,,,,,,,,,,,,,,,,,,,,,,
joke.v.01,,,,,joke,VERB,VBG,male.n.02,nsubj,Agent,en/p76/d2756,Pres,Part,Nom,Sing,3,Prs,he,PRON,PRP,,Masc,,,,,,,,,,,,,
joke.v.01,,,,,joke,VERB,VBG,time.n.08,,Time,en/p76/d2756,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
bring.v.01,,,,,bring,VERB,VBD,male.n.02,nsubj,Agent,en/p76/d1863,Past,Fin,Nom,Sing,3,Prs,he,PRON,PRP,Ind,Masc,,,,,,,,,,,,,
bring.v.01,,,,,bring,VERB,VBD,person.n.01,obj,Time,en/p76/d1863,Past,Fin,Acc,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,
wave.v.01,,Sing,3,,wave,VERB,VBD,female.n.02,nsubj,Agent,en/p76/d0920,Past,Fin,Nom,Sing,3,Prs,she,PRON,PRP,Ind,Fem,,,,,,,,,,,,,
wave.v.01,,Sing,3,,wave,VERB,VBD,person.n.01,obl,Time,en/p76/d0920,Past,Fin,Acc,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,
wave.v.01,,Sing,3,,wave,VERB,VBD,goodbye.n.01,obj,Theme,en/p76/d0920,Past,Fin,,Sing,,,goodbye,NOUN,NN,Ind,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p76/d2085,,,,,,,,,,,,,,,,,,,,,,,,
dyed.v.01,,,,,dyed,VERB,VBD,female.n.02,nsubj,Agent,en/p76/d2085,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
dyed.v.01,,,,,dyed,VERB,VBD,time.n.08,,Time,en/p76/d2085,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p76/d2085,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p76/d2696,,,,,,,,,,,,,,,,,,,,,,,,
wriggle.v.01,,,,,wriggle,VERB,VBD,female.n.02,nsubj,Agent,en/p76/d2696,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
wriggle.v.01,,,,,wriggle,VERB,VBD,time.n.08,,Time,en/p76/d2696,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p76/d2696,,,,,,,,,,,,,,,,,,,,,,,,
chase.v.01,,,,,chase,VERB,VBD,time.n.08,,Time,en/p76/d2001,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
chase.v.01,,,,,chase,VERB,VBD,cat.n.01,obj,Theme,en/p76/d2001,Past,Fin,,Sing,,,cat,NOUN,NN,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p76/d2001,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p76/d2317,,,,,,,,,,,,,,,,,,,,,,,,
new.a.01,,,,,new,ADJ,JJ,tape_recorder.n.01,nsubj,AttributeOf,en/p76/d2317,,,,Sing,,,recorder,NOUN,NN,,,,,Pos,,,,,,,,,,
new.a.01,,,,,new,ADJ,JJ,time.n.08,,Time,en/p76/d2317,,,,,,,,,,,,,,Pos,,,,,,,,,,
fill.v.01,,Sing,3,,fill,VERB,VBD,time.n.08,,Time,en/p76/d2545,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
fill.v.01,,Sing,3,,fill,VERB,VBD,sand.n.01,obl,Theme,en/p76/d2545,Past,Fin,,Sing,,,sand,NOUN,NN,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p76/d2545,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p76/d1381,,,,,,,,,,,,,,,,,,,,,,,,
nickname.n.01,,Sing,,,nickname,NOUN,NN,female.n.02,nmod:poss,Time,en/p76/d1381,,,,Sing,,,Frank,PROPN,NNP,,,,,,,,,,,,,,,
nickname.n.01,,Sing,,,nickname,NOUN,NN,what.n.01,nsubj,Theme,en/p76/d1381,,,,,,Int,what,PRON,WP,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p76/d1827,,,,,,,,,,,,,,,,,,,,,,,,
who.n.01,,,,Int,who,PRON,WP,time.n.08,,Time,en/p76/d1827,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p76/d2572,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p76/d2572,,,,,,,,,,,,,,,,,,,,,,,,
scared.a.01,,,,,scared,ADJ,JJ,time.n.08,,Time,en/p76/d2572,,,,,,,,,,,,,,Pos,,,,,,,,,,
person.n.01,Acc,,2,Prs,you,PRON,PRP,hearer,,EQU,en/p76/d2572,,,,,,,,,,,,,,,,,,,,,,,,
jam.v.07,,,,,jam,VERB,VBN,time.n.08,,Time,en/p76/d1912,Past,Part,,,,,,,,,,Pass,,,,,,,,,,,,
jam.v.07,,,,,jam,VERB,VBN,car.n.01,obl,Theme,en/p76/d1912,Past,Part,,Plur,,,car,NOUN,NNS,,,Pass,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p76/d2201,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p76/d2201,,,,,,,,,,,,,,,,,,,,,,,,
speak.v.03,,,,,speak,VERB,VB,person.n.01,nsubj,Agent,en/p76/d2201,,Inf,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,
speak.v.03,,,,,speak,VERB,VB,time.n.08,,Time,en/p76/d2201,,Inf,,,,,,,,,,,,,,,,,,,,,,
speak.v.03,,,,,speak,VERB,VB,Estonian.a.01,xcomp,Theme,en/p76/d2201,,Inf,,,,,Estonian,ADJ,JJ,,,,,,Pos,,,,,,,,,
burn.v.01,,,,,burn,VERB,VBD,time.n.08,,Time,en/p76/d3294,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p76/d3294,,,,,,,,,,,,,,,,,,,,,,,,
