from_node_token,from_node_Mood,from_node_Number,from_node_Person,from_node_Tense,from_node_VerbForm,from_node_lemma,from_node_upos,from_node_xpos,to_node_token,to_node_Case,to_node_Gender,to_node_Number,to_node_Person,to_node_PronType,to_node_lemma,to_node_upos,to_node_xpos,deprel,label,doc_id,from_node_Case,from_node_PronType,from_node_Reflex,from_node_NumType,from_node_Gender,to_node_NumType,to_node_Definite,to_node_Polarity
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p97/d2473,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p97/d2473,Nom,Prs,,,,,,
nicken_zu.v.01,Ind,Sing,3,Past,Fin,nicken,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p97/d2098,,,,,,,,
nicken_zu.v.01,Ind,Sing,3,Past,Fin,nicken,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p97/d2098,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p97/d2098,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p97/d2098,Dat,Prs,,,,,,
essen.v.01,Ind,Sing,3,Pres,Fin,essen,VERB,VVFIN,female.n.02,Nom,Fem,Sing,3,Prs,Sie|sie,PRON,PPER,nsubj,Agent,de/p97/d2381,,,,,,,,
essen.v.01,Ind,Sing,3,Pres,Fin,essen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p97/d2381,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p97/d2381,,,,,,,,
erpressen.v.01,,,,,Part,erpressen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p97/d3349,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p68/d1604,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p68/d1604,Nom,Prs,,,,,,
heiraten.v.01,Ind,Sing,3,Past,Fin,heiraten,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p68/d1815,,,,,,,,
heiraten.v.01,Ind,Sing,3,Past,Fin,heiraten,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p68/d1815,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p68/d1815,,,,,,,,
female.n.02,,Sing,,,,Ann.,PROPN,NE,Ann.,,,,,,,,,,Name,de/p68/d1815,Acc,,,,Masc,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p68/d3180,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p68/d3180,Nom,Prs,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p68/d0769,,,,,,,,
female.n.02,,Sing,,,,Mexiko,PROPN,NE,Mexiko,,,,,,,,,,Name,de/p68/d2376,Dat,,,,Neut,,,
grenzen.v.01,Ind,Sing,3,Pres,Fin,grenzen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p68/d2376,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p68/d2376,,,,,,,,
female.n.02,,Sing,,,,Texas,PROPN,NE,Texas,,,,,,,,,,Name,de/p68/d2376,Nom,,,,Masc,,,
treffen.v.01,Ind,Sing,3,Past,Fin,treffen,VERB,VVFIN,Ball.n.01,Nom,Masc,Sing,,,Ball,NOUN,NN,nsubj,Theme,de/p68/d1806,,,,,,,,
treffen.v.01,Ind,Sing,3,Past,Fin,treffen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p68/d1806,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p68/d1806,,,,,,,,
stehen.v.01,Ind,Sing,3,Past,Fin,stehen,VERB,VVFIN,Karren.n.01,Nom,Masc,Sing,,,Karren,NOUN,NN,nsubj,Theme,de/p68/d3327,,,,,,,,
stehen.v.01,Ind,Sing,3,Past,Fin,stehen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p68/d3327,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p68/d3327,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p68/d2939,,,,,,,,
Jahr.n.01,,Plur,,,,Jahr,NOUN,NN,achtzehn.n.01,,,,,,achtzehn,NUM,CARD,nummod,Quantity,de/p68/d2939,Acc,,,,Neut,Card,,
alt.a.01,,,,,,alt,ADJ,ADJD,female.n.02,Nom,Fem,Sing,3,Prs,Sie|sie,PRON,PPER,nsubj,AttributeOf,de/p68/d2939,,,,,,,,
alt.a.01,,,,,,alt,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p68/d2939,,,,,,,,
haben.v.01,Ind,Sing,3,Pres,Fin,haben,VERB,VAFIN,time.n.08,,,,,,,,,,Time,de/p68/d2535,,,,,,,,
haben.v.01,Ind,Sing,3,Pres,Fin,haben,VERB,VAFIN,Dollar.n.01,Acc,Masc,Plur,,,Dollar,NOUN,NN,obj,Theme,de/p68/d2535,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p68/d2535,,,,,,,,
Dollar.n.01,,Plur,,,,Dollar,NOUN,NN,100.n.01,,,,,,100,NUM,CARD,nummod,Quantity,de/p68/d2535,Acc,,,,Masc,Card,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p68/d3105,,,,,,,,
female.n.02,,Sing,,,,Tom,PROPN,NE,Toms,,,,,,,,,,Name,de/p43/d3167,Gen,,,,Masc,,,
schwärmen.v.01,Ind,Sing,3,Pres,Fin,schwärmen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p43/d2409,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p43/d2409,,,,,,,,
laufen.v.01,Ind,Plur,3,Past,Fin,laufen,VERB,VVFIN,Bahn.n.01,Acc,Fem,Sing,,,Bahn,NOUN,NN,obl,Theme,de/p43/d2470,,,,,,,,
laufen.v.01,Ind,Plur,3,Past,Fin,laufen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p43/d2470,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p43/d2470,,,,,,,,
probieren.v.01,Ind,Sing,3,Past,Fin,probieren,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p43/d2503,,,,,,,,
probieren.v.01,Ind,Sing,3,Past,Fin,probieren,VERB,VVFIN,Mutter.n.01,Nom,Fem,Sing,,,Mutter,NOUN,NN,nsubj,Theme,de/p43/d2503,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p43/d2503,,,,,,,,
female.n.02,,Sing,,,,Fabio,PROPN,NE,Fabio,,,,,,,,,,Name,de/p43/d2963,Nom,,,,Masc,,,
female.n.02,,Sing,,,,Argentinien,PROPN,NE,Argentinien,,,,,,,,,,Name,de/p43/d0766,Acc,,,,Neut,,,
Fisch.n.01,,Plur,,,,Fisch,NOUN,NN,der.n.01,Nom,Neut,Sing,,Dem,der,PRON,PDS,nsubj,Theme,de/p43/d3144,Nom,,,,Masc,,,
Fisch.n.01,,Plur,,,,Fisch,NOUN,NN,time.n.08,,,,,,,,,,Time,de/p43/d3144,Nom,,,,Masc,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p43/d3144,,,,,,,,
grinsen.v.01,Ind,Plur,3,Past,Fin,grinsen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p43/d1770,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p43/d1770,,,,,,,,
fließen.v.01,Ind,Sing,3,Pres,Fin,fließen,VERB,VVFIN,Fluß.n.01,Nom,Masc,Sing,,,Fluß,NOUN,NN,nsubj,Theme,de/p63/d0828,,,,,,,,
fließen.v.01,Ind,Sing,3,Pres,Fin,fließen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p63/d0828,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p63/d0828,,,,,,,,
erben.v.01,,,,,Part,erben,VERB,VVPP,Tante.n.01,Nom,Fem,Sing,,,Tante,NOUN,NN,nsubj,Theme,de/p63/d3079,,,,,,,,
erben.v.01,,,,,Part,erben,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p63/d3079,,,,,,,,
greifen_an.v.01,Ind,Plur,3,Past,Fin,greifen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p63/d2467,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p63/d2467,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p63/d2899,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p63/d2899,Nom,Prs,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p63/d3034,,,,,,,,
tippen.v.01,,,,,Part,tippen,VERB,VVPP,jemand.n.01,Nom,,Sing,,Ind,jemand,PRON,PIS,nsubj,Agent,de/p63/d3034,,,,,,,Ind,
tippen.v.01,,,,,Part,tippen,VERB,VVPP,person.n.01,Dat,,Sing,1,Prs,ich,PRON,PPER,iobj,Time,de/p63/d3034,,,,,,,,
warten.v.01,Ind,Plur,3,Pres,Fin,warten,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p63/d1951,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p63/d1951,,,,,,,,
person.n.01,,Sing,1,,,du,PRON,PPER,speaker,,,,,,,,,,EQU,de/p63/d1951,Acc,Prs,,,,,,
krank.a.01,,,,,,krank,ADJ,ADJD,äußerst.r.01,,,,,,äußerst,ADV,ADV,advmod,Degree,de/p63/d2839,,,,,,,,
female.n.02,,Sing,,,,Moskau,PROPN,NE,Moskau,,,,,,,,,,Name,de/p63/d0764,Dat,,,,Neut,,,
female.n.02,,Sing,,,,Vladislav,PROPN,NE,Vladislav,,,,,,,,,,Name,de/p63/d0764,Nom,,,,Masc,,,
ermorden.v.01,,,,,Part,ermorden,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p63/d0764,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p77/d2561,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p77/d2561,Nom,Prs,,,,,,
glücklich.a.01,,,,,,glücklich,ADJ,ADJD,ziemlich.r.01,,,,,,ziemlich,ADV,ADV,advmod,Degree,de/p77/d2561,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p77/d0856,,,,,,,,
krank.a.01,,,,,,krank,ADJ,ADJD,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,AttributeOf,de/p77/d0856,,,,,,,,
krank.a.01,,,,,,krank,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p77/d0856,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p77/d2789,,,,,,,,
gelb.a.01,,,,,,gelb,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p77/d2789,,,,,,,,
fahren.v.01,Ind,Sing,3,Pres,Fin,fahren,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p77/d2781,,,,,,,,
fahren.v.01,Ind,Sing,3,Pres,Fin,fahren,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p77/d2781,,,,,,,,
fahren.v.01,Ind,Sing,3,Pres,Fin,fahren,VERB,VVFIN,Abschleppwagen.n.01,Acc,Masc,Sing,,,Abschleppwagen,NOUN,NN,obj,Theme,de/p77/d2781,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p77/d2781,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p77/d2853,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p77/d2853,Nom,Prs,,,,,,
Exknacki.n.01,,Sing,,,,Exknacki,NOUN,NN,time.n.08,,,,,,,,,,Time,de/p77/d1537,Nom,,,,Masc,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p77/d1537,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p67/d2130,,,,,,,,
kratzen.v.01,,,,,Part,kratzen,VERB,VVPP,person.n.01,Acc,,Sing,1,Prs,ich,PRON,PPER,obj,Time,de/p67/d2130,,,,,,,,
bräunen.v.01,,,,,Part,bräunen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p67/d3240,,,,,,,,
female.n.02,,Sing,,,,Korsika,PROPN,NE,Korsika,,,,,,,,,,Name,de/p67/d2995,Dat,,,,Neut,,,
female.n.02,,Sing,,,,Napoleon,PROPN,NE,Napoleon,,,,,,,,,,Name,de/p67/d2995,Nom,,,,Masc,,,
gebären.v.01,,,,,Part,gebären,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p67/d2995,,,,,,,,
female.n.02,,Sing,,,,Tom,PROPN,NE,Tom,,,,,,,,,,Name,de/p67/d0917,Nom,,,,Masc,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p67/d2812,,,,,,,,
schalden.v.01,Ind,Sing,1,Pres,Fin,schalden,VERB,VVFIN,person.n.01,Acc,,Sing,1,Prs,du,PRON,PRF,obj,Time,de/p67/d2812,,,,,,,,
person.n.01,,Sing,1,,,du,PRON,PRF,speaker,,,,,,,,,,EQU,de/p67/d2812,Acc,Prs,,,,,,
bekommen.v.01,Ind,Sing,3,Past,Fin,bekommen,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p67/d1659,,,,,,,,
bekommen.v.01,Ind,Sing,3,Past,Fin,bekommen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p67/d1659,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p67/d1659,,,,,,,,
schätzen.v.01,Ind,Sing,3,Pres,Fin,schätzen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p67/d1971,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p67/d1971,,,,,,,,
rennen.v.01,Ind,Sing,3,Past,Fin,rennen,VERB,VVFIN,Mutter.n.01,Dat,Fem,Sing,,,Mutter,NOUN,NN,obl,Theme,de/p67/d1486,,,,,,,,
rennen.v.01,Ind,Sing,3,Past,Fin,rennen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p67/d1486,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p67/d1486,,,,,,,,
entkemmen.v.01,Ind,Sing,3,Past,Fin,entkemmen,VERB,VVFIN,Stier.n.01,Nom,Masc,Sing,,,Stier,NOUN,NN,nsubj,Theme,de/p67/d3207,,,,,,,,
entkemmen.v.01,Ind,Sing,3,Past,Fin,entkemmen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p67/d3207,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p67/d3207,,,,,,,,
female.n.02,,Sing,,,,Tom,PROPN,NE,Tom,,,,,,,,,,Name,de/p19/d3289,Acc,,,,Masc,,,
feiern.v.01,,,,,Part,feiern,VERB,VVPP,Spieler.n.01,Nom,Masc,Sing,,,Spieler,NOUN,NN,nsubj:pass,Theme,de/p19/d2826,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p19/d2434,,,,,,,,
gelb.a.01,,,,,,gelb,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p19/d2434,,,,,,,,
spielen.v.01,Ind,Sing,3,Past,Fin,spielen,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p19/d0838,,,,,,,,
spielen.v.01,Ind,Sing,3,Past,Fin,spielen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p19/d0838,,,,,,,,
spielen.v.01,Ind,Sing,3,Past,Fin,spielen,VERB,VVFIN,Klavier.n.01,Acc,Neut,Sing,,,Klavier,NOUN,NN,obj,Theme,de/p19/d0838,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p19/d0838,,,,,,,,
female.n.02,,Sing,,,,Chabrol,PROPN,NE,Chabrol,,,,,,,,,,Name,de/p19/d0711,Acc,,,,Masc,,,
female.n.02,,Sing,,,,Ebro,PROPN,NN,Ebro,,,,,,,,,,Name,de/p19/d0763,Nom,,,,Neut,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p19/d0763,,,,,,,,
nutzen.v.01,,,,,Part,nutzen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p19/d0763,,,,,,,,
kommen.v.01,Ind,Sing,1,Pres,Fin,kommen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p19/d2071,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p19/d2071,,,,,,,,
vorzüglich.a.01,,,,,,vorzüglich,ADJ,ADJD,Huhn.n.01,Nom,Neut,Sing,,,Huhn,NOUN,NN,nsubj,AttributeOf,de/p19/d1917,,,,,,,,
vorzüglich.a.01,,,,,,vorzüglich,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p19/d1917,,,,,,,,
schlafen_ein.v.01,Ind,Sing,3,Past,Fin,schlafen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p19/d2980,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p19/d2980,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p19/d2496,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p19/d2496,Nom,Prs,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p19/d0918,,,,,,,,
schließen.a.01,,,,,Part,schließen,ADJ,VVPP,Grenze.n.01,Nom,Fem,Sing,,,Grenze,NOUN,NN,nsubj,AttributeOf,de/p19/d0918,,,,,,,,
schließen.a.01,,,,,Part,schließen,ADJ,VVPP,time.n.08,,,,,,,,,,Time,de/p19/d0918,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p19/d0952,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p19/d0952,Nom,Prs,,,,,,
female.n.02,,Sing,,,,Paris,PROPN,NE,Paris,,,,,,,,,,Name,de/p19/d0762,Dat,,,,Neut,,,
female.n.02,,Sing,,,,Ford,PROPN,NE,Ford,,,,,,,,,,Name,de/p19/d0712,Acc,,,,Fem,,,
gründen.v.01,Ind,Sing,3,Past,Fin,gründen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p19/d0712,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p19/d0712,,,,,,,,
female.n.02,,Sing,,,,Henry,PROPN,NE,Henry,,,,,,,,,,Name,de/p19/d0712,Nom,,,,Masc,,,
tragen.v.01,Ind,Sing,3,Past,Fin,tragen,VERB,VVFIN,female.n.02,Nom,Fem,Sing,3,Prs,Sie|sie,PRON,PPER,nsubj,Agent,de/p19/d1752,,,,,,,,
tragen.v.01,Ind,Sing,3,Past,Fin,tragen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p19/d1752,,,,,,,,
tragen.v.01,Ind,Sing,3,Past,Fin,tragen,VERB,VVFIN,Kimono.n.01,Acc,Masc,Sing,,,Kimono,NOUN,NN,obj,Theme,de/p19/d1752,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p19/d1752,,,,,,,,
Schwester.n.01,,Sing,,,,Schwester,NOUN,NN,jung.a.01,Acc,Fem,Sing,,,jung,ADJ,ADJA,amod,Attribute,de/p19/d2343,Nom,,,,Fem,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p19/d2761,Nom,Prs,,,,,,
dreißig.n.01,,,,,,dreißig,NUM,CARD,person.n.01,Nom,,Sing,1,Prs,ich,PRON,PPER,nsubj,Time,de/p19/d2761,,,,Card,,,,
tragen.v.01,Ind,Sing,3,Pres,Fin,tragen,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p19/d0840,,,,,,,,
tragen.v.01,Ind,Sing,3,Pres,Fin,tragen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p19/d0840,,,,,,,,
tragen.v.01,Ind,Sing,3,Pres,Fin,tragen,VERB,VVFIN,Sonnenbrille.n.01,Acc,Fem,Sing,,,Sonnenbrille,NOUN,NN,obj,Theme,de/p19/d0840,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p19/d0840,,,,,,,,
weinen.v.01,Ind,Sing,3,Past,Fin,weinen,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p19/d0889,,,,,,,,
weinen.v.01,Ind,Sing,3,Past,Fin,weinen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p19/d0889,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p19/d0889,,,,,,,,
sehen.v.01,,,,,Part,sehen,VERB,VVPP,female.n.02,Acc,Masc,Sing,,,Tom,PROPN,NE,obj,Time,de/p19/d3405,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p19/d2569,,,,,,,,
hoch.a.01,,,,,,hoch,ADJ,ADJD,Turm.n.01,Nom,Masc,Sing,,,Turm,NOUN,NN,nsubj,AttributeOf,de/p19/d2569,,,,,,,,
hoch.a.01,,,,,,hoch,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p19/d2569,,,,,,,,
grenzen.v.01,Ind,Sing,3,Pres,Fin,grenzen,VERB,VVFIN,Beleidigung.n.01,Dat,Fem,Sing,,,Beleidigung,NOUN,NN,obl,Theme,de/p84/d1905,,,,,,,,
grenzen.v.01,Ind,Sing,3,Pres,Fin,grenzen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p84/d1905,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p84/d1905,,,,,,,,
glibbern.v.01,Ind,Sing,3,Past,Fin,glibbern,VERB,VVFIN,Schleim.n.01,Nom,Masc,Sing,,,Schleim,NOUN,NN,nsubj,Theme,de/p84/d3288,,,,,,,,
glibbern.v.01,Ind,Sing,3,Past,Fin,glibbern,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p84/d3288,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p84/d3288,,,,,,,,
spielen.v.01,Ind,Plur,3,Past,Fin,spielen,VERB,VVFIN,person.n.01,Nom,,Plur,3,Prs,Sie|sie,PRON,PPER,nsubj,Agent,de/p84/d2817,,,,,,,,
spielen.v.01,Ind,Plur,3,Past,Fin,spielen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p84/d2817,,,,,,,,
spielen.v.01,Ind,Plur,3,Past,Fin,spielen,VERB,VVFIN,Minigolf.n.01,Acc,Masc,Sing,,,Minigolf,NOUN,NN,obj,Theme,de/p84/d2817,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p84/d2817,,,,,,,,
fallen.a.01,Ind,Sing,3,Past,Fin,fallen,VERB,VVFIN,Apfel.n.01,Nom,Masc,Sing,,,Apfel,NOUN,NN,nsubj,Theme,de/p84/d2398,,,,,,,,
fallen.a.01,Ind,Sing,3,Past,Fin,fallen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p84/d2398,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p84/d2398,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p25/d2324,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p25/d3394,,,,,,,,
schießen.v.01,,,,,Part,schießen,VERB,VVPP,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p25/d3394,,,,,,,,
schießen.v.01,,,,,Part,schießen,VERB,VVPP,person.n.01,Acc,,Sing,1,Prs,ich,PRON,PPER,obl,Time,de/p25/d3394,,,,,,,,
bluten.v.01,Ind,Sing,3,Pres,Fin,bluten,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p25/d1854,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p25/d1854,,,,,,,,
benutzen.v.01,Ind,Sing,3,Past,Fin,benutzen,VERB,VVFIN,female.n.02,Nom,Fem,Sing,3,Prs,Sie|sie,PRON,PPER,nsubj,Agent,de/p25/d2468,,,,,,,,
benutzen.v.01,Ind,Sing,3,Past,Fin,benutzen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p25/d2468,,,,,,,,
benutzen.v.01,Ind,Sing,3,Past,Fin,benutzen,VERB,VVFIN,Varioobjektiv.n.01,Acc,Neut,Sing,,,Varioobjektiv,NOUN,NN,obj,Theme,de/p25/d2468,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p25/d2468,,,,,,,,
zerreißen.v.01,Ind,Sing,3,Past,Fin,zerreißen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p25/d1691,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p25/d1691,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p25/d2989,,,,,,,,
Leute.n.01,,Plur,,,,Leute,NOUN,NN,jung.a.01,Dat,Fem,Plur,,,jung,ADJ,ADJA,amod,Attribute,de/p25/d2989,Dat,,,,,,,
belieben.a.01,,,,,,belieben,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p25/d2989,,,,,,,,
verwüsten.v.01,Ind,Plur,3,Pres,Fin,verwüsten,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p25/d0713,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p25/d0713,,,,,,,,
female.n.02,,Sing,,,,Europa,PROPN,NE,Europa,,,,,,,,,,Name,de/p25/d0713,Acc,,,,Neut,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p25/d1709,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p25/d1709,Nom,Prs,,,,,,
female.n.02,,Sing,,,,Tom,PROPN,NE,Tom,,,,,,,,,,Name,de/p25/d1709,Acc,,,,Masc,,,
beobachten.v.01,Ind,Sing,3,Past,Fin,beobachten,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p25/d2533,,,,,,,,
person.n.01,,Plur,1,,,wir,PRON,PPER,speaker,,,,,,,,,,EQU,de/p25/d1642,Nom,Prs,,,,,,
Historiker.n.01,,Plur,,,,Historiker,NOUN,NN,person.n.01,Nom,,Plur,1,Prs,wir,PRON,PPER,nsubj,Theme,de/p25/d1642,Nom,,,,Masc,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p25/d1437,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p25/d1437,Nom,Prs,,,,,,
female.n.02,,Sing,,,,Sachiko,PROPN,NE,Sachiko,,,,,,,,,,Name,de/p25/d1437,Nom,,,,Masc,,,
Muttersprache.n.01,,Sing,,,,Muttersprache,NOUN,NN,time.n.08,,,,,,,,,,Time,de/p25/d3329,Nom,,,,Fem,,,
