from_node_token,to_node_token,deprel,label,doc_id,from_node_Number,from_node_lemma,from_node_upos,from_node_xpos,from_node_VerbForm,to_node_Gender,to_node_Number,to_node_lemma,to_node_upos,to_node_xpos,from_node_Gender,from_node_Tense,from_node_Mood,from_node_Person,from_node_PronType,to_node_PronType,to_node_Person,from_node_NumType,to_node_NumType
nuovo.a.01,gonna.n.01,nsubj,AttributeOf,it/p05/d0820,Sing,nuovo,ADJ,A,,Fem,Sing,gonna,NOUN,S,Fem,,,,,,,,
nuovo.a.01,time.n.08,,Time,it/p05/d0820,Sing,nuovo,ADJ,A,,,,,,,Fem,,,,,,,,
time.n.08,now,,EQU,it/p05/d1701,,,,,,,,,,,,,,,,,,,
giocare.v.01,time.n.08,,Time,it/p05/d1701,,giocare,VERB,V,Ger,,,,,,,,,,,,,,
contenere.v.01,sala.n.01,nsubj,Theme,it/p05/d2691,Sing,contenere,VERB,V,Fin,Fem,Sing,sala,NOUN,S,,Pres,Ind,3,,,,,
person.n.01,speaker,,EQU,it/p05/d0904,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
mangiare.v.01,person.n.01,nsubj,Agent,it/p05/d0904,Sing,mangiare,VERB,V,Fin,,Sing,io,PRON,PE,,Pres,Ind,1,,Prs,1,,
mangiare.v.01,time.n.08,,Time,it/p05/d0904,Sing,mangiare,VERB,V,Fin,,,,,,,Pres,Ind,1,,,,,
time.n.08,now,,EQU,it/p05/d0904,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p05/d0915,,,,,,,,,,,,,,,,,,,
geloso.a.01,time.n.08,,Time,it/p05/d0915,Sing,geloso,ADJ,A,,,,,,,Fem,,,,,,,,
time.n.08,now,,EQU,it/p05/d2401,,,,,,,,,,,,,,,,,,,
scrittore.n.01,time.n.08,,Time,it/p87/d0763,Sing,scrittore,NOUN,S,,,,,,,Masc,,,,,,,,
time.n.08,now,,EQU,it/p87/d0763,,,,,,,,,,,,,,,,,,,
serrare.v.01,time.n.08,,Time,it/p87/d2011,Plur,serrare,VERB,V,Part,,,,,,Fem,Past,,,,,,,
female.n.02,Tom,,Name,it/p87/d2314,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,TPR,it/p87/d2314,,,,,,,,,,,,,,,,,,,
pugnalare.v.01,time.n.08,,Time,it/p87/d2314,Sing,pugnalare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
mettere.v.01,time.n.08,,Time,it/p87/d0945,Sing,mettere,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
mettere.v.01,madre.n.01,nsubj,Theme,it/p87/d0945,Sing,mettere,VERB,V,Fin,Fem,Sing,madre,NOUN,S,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p87/d0945,,,,,,,,,,,,,,,,,,,
calciare.v.01,time.n.08,,Time,it/p87/d1551,Sing,calciare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
female.n.02,Tom,,Name,it/p99/d2672,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p99/d2672,,,,,,,,,,,,,,,,,,,
incompetente.a.01,female.n.02,nsubj,AttributeOf,it/p99/d2672,Sing,incompetente,ADJ,A,,,,Tom,PROPN,SP,,,,,,,,,
incompetente.a.01,time.n.08,,Time,it/p99/d2672,Sing,incompetente,ADJ,A,,,,,,,,,,,,,,,
incompetente.a.01,completamente.r.01,advmod,Degree,it/p99/d2672,Sing,incompetente,ADJ,A,,,,completamente,ADV,B,,,,,,,,,
female.n.02,Tom,,Name,it/p99/d3280,,Tom,PROPN,SP,,,,,,,,,,,,,,,
fare.v.01,time.n.08,,Time,it/p99/d3280,Sing,fare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
caldo.a.01,time.n.08,,Time,it/p99/d0911,Sing,caldo,ADJ,A,,,,,,,Fem,,,,,,,,
raccogliere.v.01,time.n.08,,Time,it/p99/d3430,Sing,raccogliere,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p99/d3430,,,,,,,,,,,,,,,,,,,
animale.n.01,time.n.08,,Time,it/p99/d3464,Sing,animale,NOUN,S,,,,,,,Masc,,,,,,,,
animale.n.01,cane.n.01,nsubj,Theme,it/p99/d3464,Sing,animale,NOUN,S,,Masc,Sing,cane,NOUN,S,Masc,,,,,,,,
time.n.08,now,,EQU,it/p99/d3464,,,,,,,,,,,,,,,,,,,
schiamazzare.v.01,time.n.08,,Time,it/p99/d2376,Plur,schiamazzare,VERB,V,Fin,,,,,,,Imp,Ind,3,,,,,
time.n.08,now,,TPR,it/p99/d2376,,,,,,,,,,,,,,,,,,,
fisico.n.01,time.n.08,,Time,it/p99/d0716,Sing,fisico,NOUN,S,,,,,,,Masc,,,,,,,,
time.n.08,now,,EQU,it/p99/d0716,,,,,,,,,,,,,,,,,,,
ballare.v.01,bosco.n.01,obl,Theme,it/p99/d3442,Plur,ballare,VERB,V,Fin,Masc,Sing,bosco,NOUN,S,,Pres,Ind,3,,,,,
ballare.v.01,time.n.08,,Time,it/p99/d3442,Plur,ballare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p99/d3442,,,,,,,,,,,,,,,,,,,
chef.n.01,time.n.08,,Time,it/p99/d3055,,chef,NOUN,S,,,,,,,Masc,,,,,,,,
time.n.08,now,,EQU,it/p99/d3055,,,,,,,,,,,,,,,,,,,
female.n.02,John,,Name,it/p99/d0794,,John,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p99/d0794,,,,,,,,,,,,,,,,,,,
bravo.a.01,female.n.02,nsubj,AttributeOf,it/p99/d0794,Sing,bravo,ADJ,A,,,,John,PROPN,SP,Masc,,,,,,,,
bravo.a.01,time.n.08,,Time,it/p99/d0794,Sing,bravo,ADJ,A,,,,,,,Masc,,,,,,,,
female.n.02,Tom,,Name,it/p99/d2459,,Tom,PROPN,SP,,,,,,,,,,,,,,,
sonnecchiare.v.01,female.n.02,nsubj,Agent,it/p99/d2459,Sing,sonnecchiare,VERB,V,Fin,,,Tom,PROPN,SP,,Imp,Ind,3,,,,,
sonnecchiare.v.01,time.n.08,,Time,it/p99/d2459,Sing,sonnecchiare,VERB,V,Fin,,,,,,,Imp,Ind,3,,,,,
time.n.08,now,,TPR,it/p99/d2459,,,,,,,,,,,,,,,,,,,
amico.n.01,time.n.08,,Time,it/p99/d0879,Sing,amico,NOUN,S,,,,,,,Masc,,,,,,,,
time.n.08,now,,EQU,it/p99/d0879,,,,,,,,,,,,,,,,,,,
uomo.n.01,time.n.08,,Time,it/p09/d3267,Sing,uomo,NOUN,S,,,,,,,Masc,,,,,,,,
perdere.v.01,male.n.02,nsubj,Agent,it/p09/d1726,Sing,perdere,VERB,V,Part,Masc,Sing,lui,PRON,PE,Masc,Past,,,,Prs,3,,
perdere.v.01,speranza.n.01,obj,Theme,it/p09/d1726,Sing,perdere,VERB,V,Part,Fem,Sing,speranza,NOUN,S,Masc,Past,,,,,,,
perdere.v.01,time.n.08,,Time,it/p09/d1726,Sing,perdere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p09/d1726,,,,,,,,,,,,,,,,,,,
person.n.01,speaker,,EQU,it/p09/d2518,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
ordinare.v.01,person.n.01,nsubj,Agent,it/p09/d2518,Sing,ordinare,VERB,V,Fin,,Sing,io,PRON,PE,,Past,Ind,1,,Prs,1,,
ordinare.v.01,time.n.08,,Time,it/p09/d2518,Sing,ordinare,VERB,V,Fin,,,,,,,Past,Ind,1,,,,,
ordinare.v.01,pizza.n.01,obl,Theme,it/p09/d2518,Sing,ordinare,VERB,V,Fin,Fem,Sing,pizza,NOUN,S,,Past,Ind,1,,,,,
time.n.08,now,,TPR,it/p09/d2518,,,,,,,,,,,,,,,,,,,
scoprire.v.01,time.n.08,,Time,it/p09/d3430,Sing,scoprire,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p09/d3430,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p09/d3272,,Tom,PROPN,SP,,,,,,,,,,,,,,,
pagare.v.01,female.n.02,nsubj,Agent,it/p09/d3272,Sing,pagare,VERB,V,Part,,,Tom,PROPN,SP,Masc,Past,,,,,,,
pagare.v.01,time.n.08,,Time,it/p09/d3272,Sing,pagare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
pagare.v.01,conto.n.01,obj,Theme,it/p09/d3272,Sing,pagare,VERB,V,Part,Masc,Sing,conto,NOUN,S,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p09/d3272,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p09/d2976,,,,,,,,,,,,,,,,,,,
alto.a.01,time.n.08,,Time,it/p09/d2976,Sing,alto,ADJ,A,,,,,,,Masc,,,,,,,,
female.n.02,Tom,,Name,it/p09/d2376,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p09/d2376,,,,,,,,,,,,,,,,,,,
allergico.a.01,time.n.08,,Time,it/p09/d2376,Sing,allergico,ADJ,A,,,,,,,Masc,,,,,,,,
allergico.a.01,muffa.n.01,obl,Stimulus,it/p09/d2376,Sing,allergico,ADJ,A,,Fem,Sing,muffa,NOUN,S,Masc,,,,,,,,
female.n.02,Tom,,Name,it/p09/d3061,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p09/d3061,,,,,,,,,,,,,,,,,,,
pulendo.v.01,female.n.02,nsubj,Agent,it/p09/d3061,,pulendo,VERB,V,Ger,,,Tom,PROPN,SP,,,,,,,,,
pulendo.v.01,time.n.08,,Time,it/p09/d3061,,pulendo,VERB,V,Ger,,,,,,,,,,,,,,
gradire.v.01,piano.n.01,obj,Theme,it/p09/d3002,Plur,gradire,VERB,V,Fin,Masc,Sing,piano,NOUN,S,,Pres,Ind,3,,,,,
person.n.01,speaker,,EQU,it/p09/d2474,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
time.n.08,now,,EQU,it/p09/d2474,,,,,,,,,,,,,,,,,,,
contare.v.01,person.n.01,nsubj,Agent,it/p09/d2474,,contare,VERB,V,Ger,,Sing,io,PRON,PE,,,,,,Prs,1,,
contare.v.01,time.n.08,,Time,it/p09/d2474,,contare,VERB,V,Ger,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p09/d2792,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p09/d2792,,,,,,,,,,,,,,,,,,,
sonnecchiando.v.01,time.n.08,,Time,it/p09/d2792,,sonnecchiando,VERB,V,Ger,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p09/d2781,,Tom,PROPN,SP,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p09/d2435,,Tom,PROPN,SP,,,,,,,,,,,,,,,
spaventato.v.01,time.n.08,,Time,it/p09/d2435,Sing,spaventato,VERB,V,Part,,,,,,Masc,Past,,,,,,,
female.n.02,Tom,,Name,it/p09/d2812,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,TPR,it/p09/d2812,,,,,,,,,,,,,,,,,,,
arrestare.v.01,time.n.08,,Time,it/p09/d2812,Sing,arrestare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
bere.v.01,time.n.08,,Time,it/p09/d1666,Sing,bere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p09/d1666,,,,,,,,,,,,,,,,,,,
receptionist.n.01,time.n.08,,Time,it/p09/d2428,,receptionist,NOUN,S,,,,,,,Fem,,,,,,,,
time.n.08,now,,EQU,it/p09/d2428,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p09/d2818,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p09/d3390,,Tom,PROPN,SP,,,,,,,,,,,,,,,
morire.v.01,time.n.08,,Time,it/p09/d2725,,morire,VERB,V,Inf,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p09/d2725,,,,,,,,,,,,,,,,,,,
mentire.v.01,nessuno.n.01,nsubj,Agent,it/p09/d2839,Sing,mentire,VERB,V,Fin,Masc,Sing,nessuno,PRON,PI,,Past,Ind,3,,Ind,,,
mentire.v.01,time.n.08,,Time,it/p09/d2839,Sing,mentire,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p09/d2839,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p46/d2350,,,,,,,,,,,,,,,,,,,
bianco.a.01,time.n.08,,Time,it/p46/d2350,Sing,bianco,ADJ,A,,,,,,,Fem,,,,,,,,
inventare.v.01,time.n.08,,Time,it/p46/d1388,Sing,inventare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p46/d1388,,,,,,,,,,,,,,,,,,,
navigare.v.01,mare.n.01,obj,Theme,it/p46/d3079,Plur,navigare,VERB,V,Fin,Masc,Plur,mare,NOUN,S,,Past,Ind,3,,,,,
time.n.08,now,,EQU,it/p46/d3411,,,,,,,,,,,,,,,,,,,
alto.a.01,time.n.08,,Time,it/p46/d3411,Sing,alto,ADJ,A,,,,,,,Masc,,,,,,,,
female.n.02,Mario,,Name,it/p46/d1479,,mario,PROPN,SP,,,,,,,,,,,,,,,
comprare.v.01,female.n.02,nsubj,Agent,it/p46/d1479,Sing,comprare,VERB,V,Part,,,mario,PROPN,SP,Masc,Past,,,,,,,
comprare.v.01,time.n.08,,Time,it/p46/d1479,Sing,comprare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
comprare.v.01,microscopio.n.01,obj,Theme,it/p46/d1479,Sing,comprare,VERB,V,Part,Masc,Sing,microscopio,NOUN,S,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p46/d1479,,,,,,,,,,,,,,,,,,,
female.n.02,Ibrahim,,Name,it/p46/d0712,,Ibrahim,PROPN,SP,,,,,,,,,,,,,,,
scappare.v.01,zoo.n.01,obl,Theme,it/p37/d2722,Sing,scappare,VERB,V,Part,Masc,,zoo,NOUN,S,Fem,Past,,,,,,,
scappare.v.01,time.n.08,,Time,it/p37/d2722,Sing,scappare,VERB,V,Part,,,,,,Fem,Past,,,,,,,
time.n.08,now,,TPR,it/p37/d2722,,,,,,,,,,,,,,,,,,,
ridere.v.01,tutto.n.01,nsubj,Agent,it/p37/d0776,Plur,ridere,VERB,V,Fin,Masc,Plur,tutto,PRON,PI,,Imp,Ind,3,,Ind,,,
ridere.v.01,time.n.08,,Time,it/p37/d0776,Plur,ridere,VERB,V,Fin,,,,,,,Imp,Ind,3,,,,,
time.n.08,now,,TPR,it/p37/d0776,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p37/d1953,,Tom,PROPN,SP,,,,,,,,,,,,,,,
tenere.v.01,female.n.02,nsubj,Agent,it/p37/d1953,Sing,tenere,VERB,V,Part,,,Tom,PROPN,SP,Masc,Past,,,,,,,
tenere.v.01,time.n.08,,Time,it/p37/d1953,Sing,tenere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
tenere.v.01,diario.n.01,obj,Theme,it/p37/d1953,Sing,tenere,VERB,V,Part,Masc,Sing,diario,NOUN,S,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p37/d1953,,,,,,,,,,,,,,,,,,,
costare.v.01,libro.n.01,nsubj,Theme,it/p37/d2081,Sing,costare,VERB,V,Fin,Masc,Sing,libro,NOUN,S,,Pres,Ind,3,,,,,
pizzicare.v.01,female.n.02,nsubj,Agent,it/p37/d2995,Sing,pizzicare,VERB,V,Part,Fem,Sing,lei,PRON,PE,Masc,Past,,,,Prs,3,,
pizzicare.v.01,time.n.08,,Time,it/p37/d2995,Sing,pizzicare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p37/d2995,,,,,,,,,,,,,,,,,,,
person.n.01,hearer,,EQU,it/p37/d1420,Sing,tu,PRON,PE,,,,,,,,,,2,Prs,,,,
abbattere.v.01,person.n.01,nsubj,Agent,it/p37/d1420,Sing,abbattere,VERB,V,Part,,Sing,tu,PRON,PE,Masc,Past,,,,Prs,2,,
abbattere.v.01,time.n.08,,Time,it/p37/d1420,Sing,abbattere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p37/d1420,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p37/d3016,,Tom,PROPN,SP,,,,,,,,,,,,,,,
guardone.n.01,female.n.02,nsubj,Theme,it/p37/d3016,Sing,guardone,NOUN,S,,,,Tom,PROPN,SP,Masc,,,,,,,,
guardone.n.01,time.n.08,,Time,it/p37/d3016,Sing,guardone,NOUN,S,,,,,,,Masc,,,,,,,,
time.n.08,now,,EQU,it/p37/d3016,,,,,,,,,,,,,,,,,,,
perdere.v.01,time.n.08,,Time,it/p37/d3458,Sing,perdere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p37/d3458,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p37/d2847,,,,,,,,,,,,,,,,,,,
bussare.v.01,time.n.08,,Time,it/p37/d2847,,bussare,VERB,V,Ger,,,,,,,,,,,,,,
person.n.01,speaker,,EQU,it/p37/d0865,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
annoiato.v.01,time.n.08,,Time,it/p37/d0865,Sing,annoiato,VERB,V,Part,,,,,,Fem,Past,,,,,,,
cantante.n.01,time.n.08,,Time,it/p95/d1815,Sing,cantante,NOUN,S,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p95/d1815,,,,,,,,,,,,,,,,,,,
female.n.02,Laurie,,Name,it/p95/d3252,,Laurie,PROPN,SP,,,,,,,,,,,,,,,
durare.v.01,guerra.n.01,nsubj,Theme,it/p95/d0791,Sing,durare,VERB,V,Fin,Fem,Sing,guerra,NOUN,S,,Past,Ind,3,,,,,
female.n.02,Tom,,Name,it/p95/d2649,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p95/d2649,,,,,,,,,,,,,,,,,,,
scherzare.v.01,female.n.02,nsubj,Agent,it/p95/d2649,,scherzare,VERB,V,Ger,,,Tom,PROPN,SP,,,,,,,,,
scherzare.v.01,time.n.08,,Time,it/p95/d2649,,scherzare,VERB,V,Ger,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p95/d2744,,Tom,PROPN,SP,,,,,,,,,,,,,,,
spietare.v.01,time.n.08,,Time,it/p95/d2744,Sing,spietare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
female.n.02,Tom,,Name,it/p95/d2528,,Tom,PROPN,SP,,,,,,,,,,,,,,,
dimenare.v.01,female.n.02,nsubj,Agent,it/p95/d2528,Sing,dimenare,VERB,V,Fin,,,Tom,PROPN,SP,,Imp,Ind,3,,,,,
dimenare.v.01,time.n.08,,Time,it/p95/d2528,Sing,dimenare,VERB,V,Fin,,,,,,,Imp,Ind,3,,,,,
time.n.08,now,,TPR,it/p95/d2528,,,,,,,,,,,,,,,,,,,
person.n.01,speaker,,EQU,it/p95/d2274,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
time.n.08,now,,EQU,it/p95/d2274,,,,,,,,,,,,,,,,,,,
sarcastico.a.01,person.n.01,nsubj,AttributeOf,it/p95/d2274,Sing,sarcastico,ADJ,A,,,Sing,io,PRON,PE,Fem,,,,,Prs,1,,
sarcastico.a.01,time.n.08,,Time,it/p95/d2274,Sing,sarcastico,ADJ,A,,,,,,,Fem,,,,,,,,
adorare.v.01,time.n.08,,Time,it/p35/d1764,Sing,adorare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p35/d1764,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p35/d3197,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p35/d3197,,,,,,,,,,,,,,,,,,,
nuotare.v.01,time.n.08,,Time,it/p35/d3197,,nuotare,VERB,V,Ger,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p35/d2375,,,,,,,,,,,,,,,,,,,
spesso.r.01,time.n.08,,Time,it/p35/d2375,,spesso,ADV,B,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p35/d0856,,,,,,,,,,,,,,,,,,,
perfetto.a.01,nessuno.n.01,nsubj,AttributeOf,it/p35/d0856,Sing,perfetto,ADJ,A,,Masc,Sing,nessuno,PRON,PI,Masc,,,,,Ind,,,
perfetto.a.01,time.n.08,,Time,it/p35/d0856,Sing,perfetto,ADJ,A,,,,,,,Masc,,,,,,,,
female.n.02,Gesù,,Name,it/p35/d2450,,Gesù,PROPN,SP,,,,,,,,,,,,,,,
piangere.v.01,female.n.02,nsubj,Agent,it/p35/d2450,Sing,piangere,VERB,V,Fin,,,Gesù,PROPN,SP,,Past,Ind,3,,,,,
piangere.v.01,time.n.08,,Time,it/p35/d2450,Sing,piangere,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p35/d2450,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p35/d2796,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p35/d2796,,,,,,,,,,,,,,,,,,,
giovane.a.01,female.n.02,nsubj,AttributeOf,it/p35/d2796,Sing,giovane,ADJ,A,,,,Tom,PROPN,SP,,,,,,,,,
giovane.a.01,time.n.08,,Time,it/p35/d2796,Sing,giovane,ADJ,A,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p35/d2657,,,,,,,,,,,,,,,,,,,
comporre.v.01,911,obj,Agent,it/p35/d2791,Sing,comporre,VERB,V,Part,,,911,,N,Masc,Past,,,,,,,Card
comporre.v.01,time.n.08,,Time,it/p35/d2791,Sing,comporre,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p35/d2791,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p35/d2791,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p35/d1535,,,,,,,,,,,,,,,,,,,
carino.a.01,time.n.08,,Time,it/p35/d1535,Sing,carino,ADJ,A,,,,,,,Fem,,,,,,,,
person.n.01,speaker,,EQU,it/p59/d2672,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
ballare.v.01,time.n.08,,Time,it/p59/d2672,,ballare,VERB,V,Ger,,,,,,,,,,,,,,
perfetto.a.01,atterraggio.n.01,nsubj,AttributeOf,it/p59/d2669,Sing,perfetto,ADJ,A,,Masc,Sing,atterraggio,NOUN,S,Masc,,,,,,,,
perfetto.a.01,time.n.08,,Time,it/p59/d2669,Sing,perfetto,ADJ,A,,,,,,,Masc,,,,,,,,
female.n.02,Londra,,Name,it/p59/d3181,,Londra,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,TPR,it/p59/d2551,,,,,,,,,,,,,,,,,,,
arrestare.v.01,time.n.08,,Time,it/p59/d2551,Plur,arrestare,VERB,V,Part,,,,,,Fem,Past,,,,,,,
person.n.01,speaker,,EQU,it/p59/d3416,Sing,mi,PRON,PC,,,,,,,,,,1,Prs,,,,
mordere.v.01,qualcosa.n.01,nsubj,Agent,it/p59/d3416,Sing,mordere,VERB,V,Part,,Sing,qualcosa,PRON,PI,Masc,Past,,,,Ind,,,
mordere.v.01,time.n.08,,Time,it/p59/d3416,Sing,mordere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p59/d3416,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p08/d2232,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p08/d2232,,,,,,,,,,,,,,,,,,,
ballare.v.01,time.n.08,,Time,it/p08/d2232,,ballare,VERB,V,Ger,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p08/d0853,,,,,,,,,,,,,,,,,,,
gratuito.a.01,time.n.08,,Time,it/p08/d0853,Sing,gratuito,ADJ,A,,,,,,,Fem,,,,,,,,
person.n.01,speaker,,EQU,it/p08/d0911,Sing,mi,PRON,PC,,,,,,,,,,1,Prs,,,,
piacere.v.01,time.n.08,,Time,it/p08/d0911,Sing,piacere,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p08/d0911,,,,,,,,,,,,,,,,,,,
person.n.01,speaker,,EQU,it/p08/d0801,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
rompere.v.01,person.n.01,nsubj,Agent,it/p08/d0801,Sing,rompere,VERB,V,Part,,Sing,io,PRON,PE,Masc,Past,,,,Prs,1,,
rompere.v.01,time.n.08,,Time,it/p08/d0801,Sing,rompere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p08/d0801,,,,,,,,,,,,,,,,,,,
morire.v.01,time.n.08,,Time,it/p08/d2966,Plur,morire,VERB,V,Fin,,,,,,,Fut,Ind,3,,,,,
time.n.08,now,,TSU,it/p08/d2966,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p08/d2575,,,,,,,,,,,,,,,,,,,
miagolare.v.01,time.n.08,,Time,it/p08/d2575,,miagolare,VERB,V,Ger,,,,,,,,,,,,,,
female.n.02,Katrina,,Name,it/p08/d2911,,Katrina,PROPN,SP,,,,,,,,,,,,,,,
devastare.v.01,time.n.08,,Time,it/p08/d2911,Sing,devastare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p08/d2911,,,,,,,,,,,,,,,,,,,
female.n.02,New,,Name,it/p08/d2911,,New,PROPN,SP,,,,,,,,,,,,,,,
female.n.02,Iraq,,Name,it/p08/d0765,,Iraq,PROPN,SP,,,,,,,,,,,,,,,
costare.v.01,libro.n.01,nsubj,Theme,it/p08/d0934,Sing,costare,VERB,V,Fin,Masc,Sing,libro,NOUN,S,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p08/d2979,,,,,,,,,,,,,,,,,,,
lontano.a.01,time.n.08,,Time,it/p08/d2979,Sing,lontano,ADJ,A,,,,,,,Fem,,,,,,,,
gentile.a.01,time.n.08,,Time,it/p08/d2252,Sing,gentile,ADJ,A,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p08/d2812,,,,,,,,,,,,,,,,,,,
correre.v.01,soldato.n.01,nsubj,Theme,it/p08/d2042,Sing,correre,VERB,V,Part,Masc,Sing,soldato,NOUN,S,Masc,Past,,,,,,,
correre.v.01,time.n.08,,Time,it/p08/d2042,Sing,correre,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p08/d2042,,,,,,,,,,,,,,,,,,,
spaventoso.a.01,time.n.08,,Time,it/p08/d1520,Sing,spaventoso,ADJ,A,,,,,,,Masc,,,,,,,,
female.n.02,Michael,,Name,it/p08/d2209,,Michael,PROPN,SP,,,,,,,,,,,,,,,
morire.v.01,time.n.08,,Time,it/p08/d2209,Sing,morire,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p08/d2209,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p08/d1958,,,,,,,,,,,,,,,,,,,
odiare.v.01,time.n.08,,Time,it/p08/d2876,Sing,odiare,VERB,V,Fin,,,,,,,Imp,Ind,3,,,,,
time.n.08,now,,TPR,it/p08/d2876,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p78/d0927,,Tom,PROPN,SP,,,,,,,,,,,,,,,
